"Latitude","Longitude","Heading"
40.69994987,-102.20362434,269.9
40.69994987,-102.20364251,269.5
40.69994974,-102.20366121,268.8
40.69994906,-102.20367938,267.6
40.69994851,-102.20369791,267.5
40.69994810,-102.20371607,267.8
40.69994783,-102.20373442,267.6
40.69994715,-102.20375258,267.5
40.69994660,-102.20377075,266.6
40.69994578,-102.20378892,266.3
40.69994483,-102.20380726,266.2
40.69994401,-102.20382561,266.6
40.69994319,-102.20384396,267.1
40.69994265,-102.20386248,268.2
40.69994237,-102.20388119,268.5
40.69994224,-102.20389989,269.1
40.69994224,-102.20391878,269.8
40.69994210,-102.20393748,269.8
40.69994224,-102.20395655,270.0
40.69994224,-102.20397526,270.1
40.69994224,-102.20399396,270.2
40.69994210,-102.20401285,270.3
40.69994224,-102.20403155,270.4
40.69994237,-102.20405044,270.7
40.69994251,-102.20406915,270.5
40.69994251,-102.20408767,270.2
40.69994251,-102.20410656,270.0
40.69994265,-102.20412544,269.4
40.69994210,-102.20414397,267.5
40.69994115,-102.20416267,266.5
40.69994046,-102.20418156,267.0
40.69993978,-102.20420027,267.5
40.69993924,-102.20421879,268.4
40.69993910,-102.20423750,269.2
40.69993896,-102.20425620,269.2
40.69993883,-102.20427545,269.1
40.69993856,-102.20429434,269.3
40.69993828,-102.20431322,268.9
40.69993801,-102.20433247,268.5
40.69993760,-102.20435117,268.5
40.69993706,-102.20437042,268.3
40.69993651,-102.20438966,268.5
40.69993637,-102.20440873,269.8
40.69993637,-102.20442744,270.0
40.69993651,-102.20444650,270.4
40.69993665,-102.20446575,270.6
40.69993665,-102.20448499,270.3
40.69993651,-102.20450424,269.9
40.69993665,-102.20452366,269.9
40.69993678,-102.20454345,270.1
40.69993706,-102.20456251,270.4
40.69993719,-102.20458176,270.3
40.69993746,-102.20460136,270.2
40.69993774,-102.20462097,270.5
40.69993815,-102.20464021,270.7
40.69993842,-102.20465928,270.9
40.69993869,-102.20467853,270.9
40.69993896,-102.20469759,271.0
40.69993937,-102.20471684,270.8
40.69993951,-102.20473626,270.4
40.69993978,-102.20475569,269.9
40.69993992,-102.20477511,269.4
40.69993965,-102.20479418,268.0
40.69993896,-102.20481342,267.2
40.69993828,-102.20483267,267.1
40.69993746,-102.20485174,267.0
40.69993678,-102.20487116,267.3
40.69993665,-102.20489023,268.7
40.69993637,-102.20490947,267.9
40.69993596,-102.20492926,267.6
40.69993528,-102.20494958,267.4
40.69993460,-102.20497009,267.5
40.69993392,-102.20499077,267.5
40.69993351,-102.20501128,268.5
40.69993351,-102.20503196,269.0
40.69993324,-102.20505282,268.8
40.69993296,-102.20507351,268.5
40.69993242,-102.20509419,268.3
40.69993201,-102.20511488,268.1
40.69993160,-102.20513556,268.6
40.69993146,-102.20515643,269.2
40.69993133,-102.20517729,269.7
40.69993133,-102.20519761,270.2
40.69993174,-102.20521812,271.1
40.69993228,-102.20523790,271.3
40.69993256,-102.20525733,271.0
40.69993269,-102.20527675,270.6
40.69993269,-102.20529618,270.0
40.69993256,-102.20531561,269.2
40.69993228,-102.20533521,268.7
40.69993174,-102.20535500,268.5
40.69993133,-102.20537460,268.9
40.69993119,-102.20539421,269.0
40.69993106,-102.20541381,269.1
40.69993065,-102.20543360,269.4
40.69993065,-102.20545338,269.7
40.69993051,-102.20547263,269.8
40.69993037,-102.20549205,269.5
40.69993010,-102.20551166,269.3
40.69992996,-102.20553108,269.7
40.69992996,-102.20555051,269.8
40.69992969,-102.20557029,270.1
40.69992969,-102.20558972,270.1
40.69992942,-102.20560914,269.8
40.69992942,-102.20562857,268.5
40.69992887,-102.20564800,268.0
40.69992846,-102.20566742,268.7
40.69992819,-102.20568721,269.0
40.69992792,-102.20570699,268.7
40.69992737,-102.20572660,268.5
40.69992696,-102.20574602,268.9
40.69992656,-102.20576545,268.1
40.69992587,-102.20578505,267.9
40.69992546,-102.20580448,267.9
40.69992478,-102.20582408,267.7
40.69992437,-102.20584387,268.0
40.69992396,-102.20586329,268.2
40.69992356,-102.20588272,268.4
40.69992315,-102.20590232,268.6
40.69992287,-102.20592175,268.9
40.69992260,-102.20594117,269.4
40.69992233,-102.20596060,269.6
40.69992206,-102.20598002,269.3
40.69992165,-102.20599945,269.3
40.69992124,-102.20601870,269.8
40.69992110,-102.20603812,269.7
40.69992110,-102.20605773,270.3
40.69992110,-102.20607733,270.5
40.69992110,-102.20609658,270.9
40.69992137,-102.20611618,271.3
40.69992137,-102.20613597,270.4
40.69992151,-102.20615539,269.7
40.69992137,-102.20617482,269.5
40.69992137,-102.20619424,270.0
40.69992137,-102.20621367,269.5
40.69992110,-102.20623309,269.3
40.69992096,-102.20625252,269.2
40.69992069,-102.20627212,269.1
40.69992056,-102.20629155,268.8
40.69992028,-102.20631116,267.7
40.69991974,-102.20633076,267.5
40.69991906,-102.20635001,267.7
40.69991851,-102.20636961,267.9
40.69991810,-102.20638922,267.9
40.69991769,-102.20640882,268.5
40.69991769,-102.20642825,269.1
40.69991742,-102.20644749,269.3
40.69991742,-102.20646692,269.5
40.69991742,-102.20648598,269.7
40.69991756,-102.20650541,270.0
40.69991756,-102.20652465,269.9
40.69991742,-102.20654444,269.4
40.69991715,-102.20656404,268.7
40.69991660,-102.20658329,268.7
40.69991647,-102.20660272,269.5
40.69991647,-102.20662214,269.8
40.69991647,-102.20664139,269.7
40.69991647,-102.20666063,270.0
40.69991647,-102.20668006,270.0
40.69991633,-102.20669948,269.9
40.69991647,-102.20671891,269.9
40.69991660,-102.20673833,269.9
40.69991660,-102.20675794,270.2
40.69991674,-102.20677754,270.3
40.69991687,-102.20679715,270.8
40.69991728,-102.20681675,271.4
40.69991769,-102.20683618,271.7
40.69991824,-102.20685542,271.5
40.69991851,-102.20687503,271.6
40.69991919,-102.20689464,271.8
40.69991960,-102.20691406,271.6
40.69992001,-102.20693349,271.6
40.69992042,-102.20695255,271.1
40.69992028,-102.20697198,269.6
40.69992028,-102.20699122,269.8
40.69992042,-102.20701047,267.9
40.69991960,-102.20702989,266.8
40.69991878,-102.20704932,267.5
40.69991824,-102.20706820,268.5
40.69991810,-102.20708745,268.8
40.69991769,-102.20710706,269.2
40.69991783,-102.20712648,269.7
40.69991783,-102.20714609,270.1
40.69991797,-102.20716533,270.2
40.69991810,-102.20718476,270.4
40.69991824,-102.20720382,270.5
40.69991837,-102.20722307,270.4
40.69991837,-102.20724249,270.5
40.69991837,-102.20726174,269.3
40.69991810,-102.20728116,268.1
40.69991742,-102.20730041,267.8
40.69991687,-102.20731983,268.3
40.69991660,-102.20733872,268.9
40.69991633,-102.20735761,269.3
40.69991619,-102.20737685,269.6
40.69991606,-102.20739574,269.6
40.69991592,-102.20741498,269.7
40.69991592,-102.20743405,269.7
40.69991565,-102.20745347,269.4
40.69991551,-102.20747254,269.1
40.69991524,-102.20749161,268.8
40.69991510,-102.20751085,268.8
40.69991497,-102.20753010,269.5
40.69991524,-102.20754916,270.3
40.69991537,-102.20756823,270.7
40.69991578,-102.20758765,270.9
40.69991619,-102.20760690,271.4
40.69991660,-102.20762614,270.7
40.69991633,-102.20764557,268.7
40.69991592,-102.20766481,268.6
40.69991578,-102.20768406,268.9
40.69991565,-102.20770367,269.6
40.69991551,-102.20772291,268.0
40.69991497,-102.20774162,267.1
40.69991456,-102.20776068,267.8
40.69991428,-102.20778011,268.5
40.69991415,-102.20779917,269.4
40.69991387,-102.20781842,270.0
40.69991415,-102.20783748,270.4
40.69991415,-102.20785673,269.3
40.69991387,-102.20787616,268.7
40.69991374,-102.20789558,268.9
40.69991347,-102.20791483,269.6
40.69991360,-102.20793425,270.0
40.69991347,-102.20795350,269.6
40.69991347,-102.20797328,269.7
40.69991333,-102.20799325,269.1
40.69991265,-102.20801339,268.5
40.69991224,-102.20803354,268.4
40.69991169,-102.20805368,268.6
40.69991115,-102.20807383,268.4
40.69991060,-102.20809379,268.5
40.69991019,-102.20811394,269.1
40.69991006,-102.20813390,269.5
40.69990965,-102.20815423,269.7
40.69990965,-102.20817437,269.8
40.69990951,-102.20819452,270.0
40.69990951,-102.20821430,270.4
40.69990965,-102.20823445,271.1
40.69990978,-102.20825441,271.5
40.69991033,-102.20827402,271.7
40.69991074,-102.20829452,271.5
40.69991128,-102.20831466,271.2
40.69991142,-102.20833463,270.4
40.69991142,-102.20835495,269.5
40.69991101,-102.20837546,268.1
40.69991033,-102.20839560,268.4
40.69990992,-102.20841557,268.8
40.69990978,-102.20843589,269.4
40.69990978,-102.20845604,269.5
40.69990978,-102.20847618,269.7
40.69990978,-102.20849651,269.8
40.69990978,-102.20851683,270.0
40.69990978,-102.20853716,270.0
40.69990992,-102.20855712,269.6
40.69990978,-102.20857745,269.7
40.69990978,-102.20859759,269.6
40.69990978,-102.20861756,268.9
40.69990937,-102.20863752,267.9
40.69990869,-102.20865767,266.8
40.69990774,-102.20867781,266.6
40.69990692,-102.20869814,267.5
40.69990624,-102.20871828,267.6
40.69990569,-102.20873843,267.9
40.69990542,-102.20875857,268.4
40.69990501,-102.20877907,268.5
40.69990487,-102.20879976,268.9
40.69990447,-102.20882008,269.0
40.69990433,-102.20884041,269.3
40.69990419,-102.20886037,269.1
40.69990365,-102.20887998,267.5
40.69990310,-102.20889994,268.4
40.69990283,-102.20892027,268.8
40.69990283,-102.20894059,269.1
40.69990269,-102.20896056,269.8
40.69990283,-102.20898124,270.3
40.69990310,-102.20900157,270.8
40.69990337,-102.20902207,270.2
40.69990310,-102.20904258,268.9
40.69990269,-102.20906272,268.9
40.69990256,-102.20908323,268.9
40.69990215,-102.20910355,268.3
40.69990160,-102.20912387,267.8
40.69990106,-102.20914420,267.7
40.69990051,-102.20916470,267.7
40.69989983,-102.20918503,267.5
40.69989915,-102.20920553,267.7
40.69989874,-102.20922586,268.4
40.69989833,-102.20924600,269.1
40.69989806,-102.20926633,268.7
40.69989778,-102.20928701,269.1
40.69989765,-102.20930770,269.2
40.69989737,-102.20932820,269.4
40.69989724,-102.20934906,269.3
40.69989724,-102.20936939,269.5
40.69989724,-102.20938971,270.0
40.69989710,-102.20941040,270.1
40.69989724,-102.20943090,270.3
40.69989737,-102.20945105,271.1
40.69989765,-102.20947137,271.7
40.69989819,-102.20949188,271.8
40.69989874,-102.20951202,271.1
40.69989887,-102.20953235,270.5
40.69989874,-102.20955267,268.7
40.69989792,-102.20957264,267.9
40.69989751,-102.20959314,268.4
40.69989710,-102.20961383,268.6
40.69989656,-102.20963415,268.3
40.69989615,-102.20965447,268.6
40.69989574,-102.20967480,268.0
40.69989492,-102.20969494,266.8
40.69989410,-102.20971509,265.6
40.69989260,-102.20973523,265.4
40.69989110,-102.20975574,265.4
40.69988987,-102.20977570,265.2
40.69988878,-102.20979603,266.5
40.69988810,-102.20981617,267.3
40.69988756,-102.20983614,267.9
40.69988701,-102.20985646,268.4
40.69988674,-102.20987679,268.4
40.69988647,-102.20989747,268.6
40.69988633,-102.20991762,269.0
40.69988619,-102.20993794,268.9
40.69988565,-102.20995863,268.4
40.69988524,-102.20997913,267.9
40.69988442,-102.20999927,267.3
40.69988374,-102.21001942,267.0
40.69988278,-102.21003974,266.8
40.69988197,-102.21005989,266.5
40.69988101,-102.21008003,266.4
40.69988006,-102.21010036,266.9
40.69987951,-102.21012068,267.8
40.69987897,-102.21014083,268.0
40.69987856,-102.21016097,268.7
40.69987828,-102.21018112,269.5
40.69987856,-102.21020108,270.7
40.69987883,-102.21022105,270.9
40.69987897,-102.21024137,271.0
40.69987937,-102.21026152,271.1
40.69987965,-102.21028184,271.4
40.69988006,-102.21030163,271.4
40.69988033,-102.21032177,270.7
40.69988060,-102.21034210,270.5
40.69988074,-102.21036224,271.0
40.69988115,-102.21038257,271.4
40.69988142,-102.21040289,270.9
40.69988156,-102.21042304,270.4
40.69988156,-102.21044318,270.0
40.69988156,-102.21046332,269.6
40.69988156,-102.21048365,269.6
40.69988169,-102.21050379,269.6
40.69988169,-102.21052394,269.7
40.69988169,-102.21054426,269.0
40.69988128,-102.21056459,268.0
40.69988060,-102.21058455,267.8
40.69988006,-102.21060470,267.7
40.69987937,-102.21062502,267.6
40.69987869,-102.21064535,267.9
40.69987815,-102.21066567,268.5
40.69987801,-102.21068564,268.9
40.69987787,-102.21070596,268.9
40.69987760,-102.21072611,269.0
40.69987719,-102.21074625,268.3
40.69987678,-102.21076658,268.1
40.69987637,-102.21078672,268.0
40.69987583,-102.21080705,268.3
40.69987542,-102.21082737,268.8
40.69987501,-102.21084752,269.0
40.69987474,-102.21086784,269.0
40.69987460,-102.21088834,269.1
40.69987433,-102.21090867,269.4
40.69987419,-102.21092881,269.7
40.69987419,-102.21094914,269.5
40.69987406,-102.21096928,269.1
40.69987378,-102.21098961,268.8
40.69987351,-102.21100993,268.7
40.69987310,-102.21103026,268.2
40.69987283,-102.21105040,268.4
40.69987242,-102.21107073,268.8
40.69987228,-102.21109087,268.9
40.69987201,-102.21111102,269.0
40.69987174,-102.21113116,269.1
40.69987133,-102.21115149,268.7
40.69987092,-102.21117163,268.4
40.69987037,-102.21119178,268.1
40.69986969,-102.21121210,267.5
40.69986887,-102.21123261,267.2
40.69986806,-102.21125293,266.3
40.69986656,-102.21127325,265.4
40.69986519,-102.21129340,264.4
40.69986342,-102.21131336,264.1
40.69986151,-102.21133351,264.0
40.69985974,-102.21135383,263.7
40.69985797,-102.21137452,263.5
40.69985606,-102.21139484,263.7
40.69985428,-102.21141499,263.6
40.69985265,-102.21143585,264.3
40.69985156,-102.21145618,266.2
40.69985074,-102.21147650,268.0
40.69985019,-102.21149701,268.1
40.69984951,-102.21151751,268.3
40.69984897,-102.21153837,269.3
40.69984897,-102.21155906,271.1
40.69984978,-102.21157992,272.0
40.69985033,-102.21160061,272.5
40.69985074,-102.21162111,273.0
40.69985183,-102.21164234,273.2
40.69985292,-102.21166230,273.6
40.69985388,-102.21167759,274.0
40.69985442,-102.21168622,273.8
40.69985456,-102.21168946,273.9
40.69985456,-102.21168946,273.9
40.69985456,-102.21168586,274.4
40.69984719,-102.21163478,339.2
40.69985006,-102.21163604,339.2
40.69986315,-102.21164270,339.5
40.69987747,-102.21164899,341.9
40.69989083,-102.21165349,345.4
40.69990324,-102.21165709,348.3
40.69991524,-102.21165960,351.1
40.69992737,-102.21166104,354.6
40.69993924,-102.21166176,357.6
40.69995165,-102.21166176,358.2
40.69996378,-102.21166212,358.3
40.69997619,-102.21166266,358.0
40.69998874,-102.21166302,358.9
40.70000169,-102.21166266,0.6
40.70001492,-102.21166194,1.4
40.70002815,-102.21166158,1.4
40.70004178,-102.21166104,1.4
40.70005528,-102.21166086,0.4
40.70006864,-102.21166068,359.8
40.70008201,-102.21166050,2.5
40.70009537,-102.21165924,3.3
40.70010860,-102.21165798,4.2
40.70012223,-102.21165673,4.5
40.70013587,-102.21165547,4.6
40.70014910,-102.21165421,3.8
40.70016232,-102.21165313,2.7
40.70017555,-102.21165277,0.8
40.70018878,-102.21165241,0.7
40.70020214,-102.21165223,0.9
40.70021551,-102.21165169,1.7
40.70022900,-102.21165097,1.7
40.70024237,-102.21165043,1.6
40.70025587,-102.21164989,1.6
40.70026937,-102.21164953,0.9
40.70028273,-102.21164917,1.7
40.70029596,-102.21164863,1.8
40.70030919,-102.21164845,0.0
40.70032241,-102.21164935,358.1
40.70033537,-102.21165007,357.3
40.70034818,-102.21165043,357.7
40.70036114,-102.21165079,358.6
40.70037450,-102.21165097,359.1
40.70038800,-102.21165133,358.4
40.70040164,-102.21165241,357.0
40.70041541,-102.21165349,357.0
40.70042918,-102.21165421,357.4
40.70044282,-102.21165439,359.0
40.70045673,-102.21165457,359.8
40.70047077,-102.21165421,0.2
40.70048468,-102.21165403,0.7
40.70049886,-102.21165349,1.0
40.70051304,-102.21165313,1.5
40.70052682,-102.21165241,2.0
40.70054086,-102.21165169,1.8
40.70055491,-102.21165133,1.3
40.70056882,-102.21165097,1.9
40.70058327,-102.21165007,2.4
40.70059718,-102.21164899,2.2
40.70061163,-102.21164863,1.9
40.70062663,-102.21164827,1.5
40.70064204,-102.21164755,1.0
40.70065745,-102.21164737,1.0
40.70067313,-102.21164665,1.3
40.70068881,-102.21164593,2.0
40.70070422,-102.21164521,1.6
40.70071990,-102.21164485,1.2
40.70073586,-102.21164449,1.1
40.70075167,-102.21164395,1.4
40.70076763,-102.21164324,1.5
40.70078413,-102.21164252,1.8
40.70080063,-102.21164180,1.7
40.70081713,-102.21164126,0.4
40.70083349,-102.21164144,359.7
40.70084972,-102.21164126,360.0
40.70086594,-102.21164108,0.4
40.70088203,-102.21164108,1.0
40.70089840,-102.21164018,1.4
40.70091449,-102.21163946,1.9
40.70093071,-102.21163874,2.3
40.70094721,-102.21163802,2.5
40.70096358,-102.21163694,2.2
40.70097980,-102.21163604,2.1
40.70099603,-102.21163514,1.7
40.70101226,-102.21163442,1.5
40.70102862,-102.21163370,1.7
40.70104512,-102.21163298,2.1
40.70106148,-102.21163208,2.3
40.70107785,-102.21163118,2.1
40.70109421,-102.21163047,1.5
40.70111044,-102.21163029,0.1
40.70112639,-102.21162993,0.3
40.70114303,-102.21162993,0.5
40.70115980,-102.21162939,1.1
40.70117671,-102.21162903,1.2
40.70119375,-102.21162885,1.3
40.70121093,-102.21162831,1.9
40.70122784,-102.21162759,2.3
40.70124502,-102.21162669,2.7
40.70126220,-102.21162561,2.7
40.70127938,-102.21162453,2.8
40.70129657,-102.21162363,3.0
40.70131375,-102.21162237,2.5
40.70133106,-102.21162129,2.3
40.70134825,-102.21162057,1.3
40.70136543,-102.21162057,0.5
40.70138247,-102.21162003,0.8
40.70139965,-102.21162003,0.9
40.70141683,-102.21161949,1.5
40.70143429,-102.21161841,2.2
40.70145147,-102.21161734,2.4
40.70146851,-102.21161644,2.2
40.70148570,-102.21161554,2.0
40.70150274,-102.21161464,1.7
40.70152006,-102.21161410,1.5
40.70153724,-102.21161338,1.1
40.70155456,-102.21161266,1.1
40.70157174,-102.21161248,0.8
40.70158892,-102.21161212,1.7
40.70160596,-102.21161158,2.2
40.70162355,-102.21161068,2.3
40.70164142,-102.21160978,2.1
40.70165901,-102.21160888,2.2
40.70167660,-102.21160798,2.1
40.70169432,-102.21160708,1.9
40.70171191,-102.21160636,1.4
40.70172950,-102.21160600,1.7
40.70174723,-102.21160528,1.8
40.70176468,-102.21160456,0.7
40.70178200,-102.21160438,0.7
40.70179946,-102.21160385,0.5
40.70181677,-102.21160331,0.9
40.70183409,-102.21160313,1.1
40.70185182,-102.21160223,1.7
40.70186941,-102.21160151,1.7
40.70188700,-102.21160061,2.3
40.70190445,-102.21159953,2.2
40.70192177,-102.21159881,1.8
40.70193909,-102.21159809,1.0
40.70195668,-102.21159791,1.0
40.70197399,-102.21159737,0.9
40.70199158,-102.21159719,1.1
40.70200931,-102.21159665,1.4
40.70202663,-102.21159629,1.9
40.70204422,-102.21159557,2.0
40.70206208,-102.21159467,2.0
40.70207994,-102.21159377,1.8
40.70209753,-102.21159341,0.9
40.70211540,-102.21159323,0.8
40.70213299,-102.21159305,0.8
40.70215044,-102.21159287,1.0
40.70216803,-102.21159233,1.2
40.70218589,-102.21159197,1.0
40.70220348,-102.21159143,1.7
40.70222121,-102.21159054,2.1
40.70223934,-102.21158928,2.4
40.70225707,-102.21158856,2.4
40.70227466,-102.21158766,2.0
40.70229280,-102.21158694,2.1
40.70231107,-102.21158586,2.0
40.70232879,-102.21158514,1.4
40.70234666,-102.21158442,1.3
40.70236452,-102.21158388,1.5
40.70238197,-102.21158334,1.4
40.70239970,-102.21158280,1.3
40.70241756,-102.21158244,1.2
40.70243529,-102.21158190,1.3
40.70245329,-102.21158136,1.6
40.70247115,-102.21158064,1.9
40.70248915,-102.21157974,2.2
40.70250701,-102.21157884,2.0
40.70252487,-102.21157794,2.2
40.70254315,-102.21157687,2.2
40.70256087,-102.21157579,2.1
40.70257860,-102.21157471,2.7
40.70259619,-102.21157363,2.8
40.70261419,-102.21157255,2.8
40.70263205,-102.21157129,3.2
40.70264978,-102.21157003,3.1
40.70266778,-102.21156859,2.9
40.70268564,-102.21156733,2.5
40.70270391,-102.21156643,2.5
40.70272204,-102.21156571,1.0
40.70274018,-102.21156607,359.6
40.70275872,-102.21156607,359.9
40.70277659,-102.21156625,0.0
40.70279486,-102.21156643,0.1
40.70281286,-102.21156625,0.4
40.70283072,-102.21156589,0.7
40.70284872,-102.21156571,0.6
40.70286685,-102.21156517,0.7
40.70288485,-102.21156481,0.9
40.70290299,-102.21156463,1.1
40.70292126,-102.21156410,1.3
40.70293899,-102.21156338,1.5
40.70295685,-102.21156284,2.1
40.70297471,-102.21156140,2.8
40.70299230,-102.21155996,3.3
40.70301016,-102.21155852,3.4
40.70302803,-102.21155690,3.7
40.70304589,-102.21155528,3.4
40.70306389,-102.21155420,2.6
40.70308161,-102.21155312,2.3
40.70309893,-102.21155186,2.5
40.70311638,-102.21155114,2.3
40.70313411,-102.21155061,1.0
40.70314952,-102.21155061,0.8
40.70316397,-102.21155025,1.1
40.70317856,-102.21154971,1.3
40.70319288,-102.21154935,1.4
40.70320733,-102.21154863,1.7
40.70322192,-102.21154791,1.8
40.70323624,-102.21154737,2.3
40.70325083,-102.21154629,2.5
40.70326515,-102.21154575,2.6
40.70327960,-102.21154485,2.4
40.70329392,-102.21154413,2.2
40.70330851,-102.21154341,2.3
40.70332296,-102.21154305,2.2
40.70333782,-102.21154233,2.1
40.70335214,-102.21154143,2.1
40.70336673,-102.21154089,1.7
40.70338159,-102.21154035,1.4
40.70339673,-102.21153999,1.3
40.70341146,-102.21153945,1.4
40.70342632,-102.21153927,1.4
40.70344132,-102.21153891,0.9
40.70345632,-102.21153855,0.7
40.70347118,-102.21153819,0.6
40.70348563,-102.21153801,0.6
40.70350063,-102.21153783,1.0
40.70351549,-102.21153730,1.0
40.70353022,-102.21153694,1.3
40.70354508,-102.21153640,1.2
40.70355967,-102.21153622,0.7
40.70357440,-102.21153586,1.1
40.70358913,-102.21153550,1.2
40.70360385,-102.21153514,1.3
40.70361831,-102.21153442,1.4
40.70363290,-102.21153388,1.8
40.70364721,-102.21153298,2.1
40.70366167,-102.21153208,2.4
40.70367626,-102.21153118,2.6
40.70369085,-102.21153046,2.5
40.70370557,-102.21152974,2.4
40.70372043,-102.21152902,2.2
40.70373516,-102.21152830,2.0
40.70374961,-102.21152776,2.2
40.70376407,-102.21152704,2.2
40.70377866,-102.21152632,2.2
40.70379311,-102.21152560,2.4
40.70380756,-102.21152488,2.2
40.70382243,-102.21152399,2.2
40.70383674,-102.21152309,2.5
40.70385120,-102.21152273,2.3
40.70386606,-102.21152183,1.7
40.70388065,-102.21152147,1.7
40.70389524,-102.21152111,1.8
40.70390983,-102.21152057,1.6
40.70392456,-102.21152003,1.5
40.70393887,-102.21151931,1.7
40.70395360,-102.21151877,2.0
40.70396833,-102.21151787,2.0
40.70398292,-102.21151733,2.5
40.70399723,-102.21151643,2.7
40.70401169,-102.21151571,2.6
40.70402641,-102.21151481,2.6
40.70404100,-102.21151391,1.7
40.70405573,-102.21151373,0.2
40.70407032,-102.21151373,0.1
40.70408491,-102.21151373,0.4
40.70409936,-102.21151301,1.0
40.70411395,-102.21151283,1.2
40.70412881,-102.21151193,1.7
40.70414340,-102.21151104,1.9
40.70415827,-102.21151032,2.1
40.70417299,-102.21150978,2.0
40.70418758,-102.21150906,2.2
40.70420231,-102.21150816,2.2
40.70421690,-102.21150744,1.6
40.70423176,-102.21150708,0.8
40.70424635,-102.21150672,0.3
40.70426094,-102.21150672,0.1
40.70427526,-102.21150672,0.4
40.70428985,-102.21150618,0.7
40.70430444,-102.21150546,1.0
40.70431889,-102.21150492,1.6
40.70433361,-102.21150402,2.3
40.70434820,-102.21150294,2.3
40.70436252,-102.21150204,2.4
40.70437670,-102.21150150,1.9
40.70439116,-102.21150060,1.6
40.70440575,-102.21150042,1.5
40.70442033,-102.21149988,1.4
40.70443520,-102.21149934,1.4
