"Latitude","Longitude","Heading"
40.70003442,-102.20308043,271.8
40.70003469,-102.20309734,271.2
40.70003483,-102.20311425,270.5
40.70003469,-102.20313097,269.5
40.70003455,-102.20314770,269.0
40.70003442,-102.20316443,269.7
40.70003428,-102.20318115,269.4
40.70003374,-102.20319788,267.7
40.70003305,-102.20321443,266.9
40.70003264,-102.20323134,268.2
40.70003237,-102.20324806,268.6
40.70003196,-102.20326497,268.3
40.70003183,-102.20328152,268.8
40.70003155,-102.20329825,269.3
40.70003169,-102.20331497,270.2
40.70003155,-102.20333206,269.6
40.70003142,-102.20334915,269.2
40.70003142,-102.20336606,270.5
40.70003183,-102.20338278,271.5
40.70003224,-102.20339951,272.1
40.70003264,-102.20341606,271.8
40.70003278,-102.20343279,270.5
40.70003305,-102.20344915,271.3
40.70003305,-102.20346588,270.0
40.70003333,-102.20348387,270.8
40.70003346,-102.20350311,270.6
40.70003333,-102.20352272,269.8
40.70003346,-102.20354214,270.4
40.70003346,-102.20356193,269.9
40.70003346,-102.20358171,270.0
40.70003346,-102.20360114,269.9
40.70003360,-102.20362074,270.6
40.70003387,-102.20364053,271.1
40.70003442,-102.20366031,272.0
40.70003469,-102.20367992,271.0
40.70003469,-102.20369934,270.0
40.70003414,-102.20371949,268.3
40.70003387,-102.20373909,268.7
40.70003319,-102.20375834,267.5
40.70003169,-102.20377794,264.4
40.70002978,-102.20379755,262.6
40.70002787,-102.20381698,262.7
40.70002678,-102.20383640,265.8
40.70002583,-102.20385601,266.3
40.70002528,-102.20387579,267.8
40.70002501,-102.20389558,269.1
40.70002460,-102.20391536,268.5
40.70002419,-102.20393515,268.2
40.70002392,-102.20395511,269.0
40.70002365,-102.20397472,268.9
40.70002337,-102.20399450,269.4
40.70002310,-102.20401447,268.7
40.70002269,-102.20403407,268.6
40.70002242,-102.20405368,269.0
40.70002255,-102.20407364,270.3
40.70002255,-102.20409343,270.2
40.70002255,-102.20411321,269.9
40.70002269,-102.20413300,270.6
40.70002269,-102.20415314,269.6
40.70002255,-102.20417329,269.8
40.70002255,-102.20419343,269.9
40.70002255,-102.20421340,270.1
40.70002160,-102.20423300,266.5
40.70002078,-102.20425297,267.0
40.70002051,-102.20427275,268.5
40.70001996,-102.20429290,268.4
40.70001983,-102.20431250,269.4
40.70001983,-102.20433265,270.0
40.70001983,-102.20435279,270.1
40.70001983,-102.20437258,269.5
40.70001928,-102.20439272,268.0
40.70001860,-102.20441215,267.8
40.70001805,-102.20443247,268.0
40.70001751,-102.20445280,267.9
40.70001710,-102.20447294,268.4
40.70001683,-102.20449291,268.8
40.70001642,-102.20451287,268.4
40.70001615,-102.20453284,269.0
40.70001574,-102.20455280,268.8
40.70001546,-102.20457277,268.5
40.70001533,-102.20459273,269.9
40.70001587,-102.20461288,271.9
40.70001655,-102.20463266,272.5
40.70001710,-102.20465245,272.1
40.70001765,-102.20467259,272.2
40.70001846,-102.20469256,273.2
40.70001955,-102.20471288,273.7
40.70002051,-102.20473267,273.9
40.70002119,-102.20475281,272.5
40.70002160,-102.20477260,271.4
40.70002160,-102.20479274,269.9
40.70002160,-102.20481270,270.0
40.70002119,-102.20483267,268.5
40.70002078,-102.20485281,268.4
40.70001996,-102.20487278,267.2
40.70001942,-102.20489238,267.7
40.70001874,-102.20491235,267.5
40.70001819,-102.20493231,268.1
40.70001792,-102.20495228,268.7
40.70001765,-102.20497242,269.1
40.70001696,-102.20499221,267.2
40.70001642,-102.20501217,268.2
40.70001628,-102.20503232,269.4
40.70001601,-102.20505246,269.0
40.70001587,-102.20507243,269.2
40.70001574,-102.20509239,269.7
40.70001533,-102.20511236,268.3
40.70001505,-102.20513268,269.0
40.70001451,-102.20515211,268.2
40.70001410,-102.20517207,268.2
40.70001355,-102.20519222,268.2
40.70001315,-102.20521236,268.4
40.70001301,-102.20523251,269.7
40.70001301,-102.20525229,269.9
40.70001301,-102.20527226,270.1
40.70001315,-102.20529258,270.5
40.70001342,-102.20531273,270.7
40.70001369,-102.20533251,271.0
40.70001383,-102.20535248,270.5
40.70001396,-102.20537244,270.5
40.70001355,-102.20539241,268.9
40.70001315,-102.20541237,268.5
40.70001287,-102.20543252,268.9
40.70001260,-102.20545266,269.1
40.70001246,-102.20547281,269.1
40.70001192,-102.20549295,268.1
40.70001137,-102.20551274,268.0
40.70001110,-102.20553288,268.9
40.70001083,-102.20555303,268.9
40.70001042,-102.20557317,268.7
40.70001015,-102.20559332,268.6
40.70000987,-102.20561346,268.9
40.70000933,-102.20563361,268.3
40.70000905,-102.20565357,268.6
40.70000892,-102.20567372,269.9
40.70000878,-102.20569386,269.1
40.70000837,-102.20571437,268.8
40.70000824,-102.20573433,269.1
40.70000783,-102.20575429,268.8
40.70000742,-102.20577426,268.3
40.70000715,-102.20579422,268.8
40.70000674,-102.20581419,268.7
40.70000646,-102.20583433,269.0
40.70000592,-102.20585466,268.1
40.70000537,-102.20587480,267.8
40.70000496,-102.20589495,268.5
40.70000442,-102.20591509,267.8
40.70000360,-102.20593506,267.1
40.70000319,-102.20595502,268.0
40.70000265,-102.20597499,268.2
40.70000237,-102.20599477,269.0
40.70000210,-102.20601474,269.1
40.70000224,-102.20603488,270.4
40.70000210,-102.20605503,269.7
40.70000224,-102.20607517,270.2
40.70000237,-102.20609532,270.5
40.70000224,-102.20611528,269.9
40.70000224,-102.20613525,270.0
40.70000251,-102.20615539,270.6
40.70000265,-102.20617554,271.0
40.70000305,-102.20619478,271.1
40.70000333,-102.20621241,271.5
40.70000374,-102.20622950,271.9
40.70000442,-102.20624676,273.1
40.70000524,-102.20626385,273.4
40.70000565,-102.20628112,272.0
40.70000619,-102.20629820,272.1
40.70000660,-102.20631511,271.9
40.70000701,-102.20633220,271.9
40.70000742,-102.20634911,271.9
40.70000824,-102.20636619,273.4
40.70000824,-102.20638310,269.9
40.70000728,-102.20639983,265.7
40.70000605,-102.20641638,264.7
40.70000496,-102.20643364,265.3
40.70000387,-102.20645055,265.2
40.70000305,-102.20646764,266.4
40.70000224,-102.20648454,265.9
40.70000169,-102.20650127,267.4
40.70000128,-102.20651818,268.6
40.70000101,-102.20653491,268.3
40.70000033,-102.20655181,266.9
40.69999978,-102.20656890,267.9
40.69999937,-102.20658545,268.3
40.69999924,-102.20660200,269.0
40.69999937,-102.20661890,270.9
40.69999910,-102.20663545,268.8
40.69999924,-102.20665254,270.1
40.69999896,-102.20666927,269.1
40.69999910,-102.20668581,270.6
40.69999896,-102.20670254,269.4
40.69999883,-102.20671891,269.2
40.69999869,-102.20673546,269.4
40.69999869,-102.20675200,269.9
40.69999869,-102.20676891,270.2
40.69999896,-102.20678528,270.9
40.69999896,-102.20680201,270.6
40.69999924,-102.20681855,271.0
40.69999924,-102.20683528,269.7
40.69999910,-102.20685219,269.8
40.69999924,-102.20686909,270.5
40.69999924,-102.20688582,269.7
40.69999910,-102.20690237,269.8
40.69999896,-102.20691910,269.1
40.69999896,-102.20693582,269.8
40.69999883,-102.20695237,269.6
40.69999869,-102.20696910,269.4
40.69999869,-102.20698601,270.1
40.69999869,-102.20700255,269.9
40.69999883,-102.20701910,270.6
40.69999910,-102.20703583,271.0
40.69999937,-102.20705256,271.7
40.69999978,-102.20706946,271.6
40.69999992,-102.20708601,270.7
40.70000005,-102.20710256,270.3
40.69999992,-102.20711929,269.7
40.69999978,-102.20713619,269.1
40.69999951,-102.20715292,269.3
40.69999937,-102.20716947,269.0
40.69999896,-102.20718638,268.5
40.69999869,-102.20720310,268.7
40.69999869,-102.20721965,269.6
40.69999855,-102.20723656,269.7
40.69999855,-102.20725311,270.1
40.69999842,-102.20726983,269.5
40.69999815,-102.20728674,268.6
40.69999760,-102.20730311,267.3
40.69999705,-102.20731965,267.5
40.69999610,-102.20733638,265.9
40.69999555,-102.20735293,267.6
40.69999528,-102.20736948,268.6
40.69999515,-102.20738584,269.5
40.69999501,-102.20740239,269.1
40.69999487,-102.20741930,269.3
40.69999474,-102.20743585,269.4
40.69999487,-102.20745221,270.7
40.69999528,-102.20746894,271.8
40.69999596,-102.20748585,273.3
40.69999651,-102.20750240,272.3
40.69999692,-102.20751912,271.7
40.69999719,-102.20753603,271.1
40.69999705,-102.20755258,269.8
40.69999719,-102.20756931,270.4
40.69999719,-102.20758567,269.9
40.69999705,-102.20760186,269.4
40.69999678,-102.20761859,269.2
40.69999665,-102.20763478,269.0
40.69999637,-102.20765150,268.9
40.69999637,-102.20766823,270.0
40.69999637,-102.20768478,269.8
40.69999651,-102.20770133,270.8
40.69999651,-102.20771805,270.0
40.69999678,-102.20773442,270.8
40.69999665,-102.20775115,269.5
40.69999665,-102.20776788,269.8
40.69999678,-102.20778442,270.8
40.69999665,-102.20780097,269.5
40.69999651,-102.20781752,269.5
40.69999624,-102.20783443,268.8
40.69999637,-102.20785061,270.5
40.69999665,-102.20786752,271.2
40.69999665,-102.20788407,270.2
40.69999678,-102.20790080,270.4
40.69999692,-102.20791734,270.8
40.69999692,-102.20793407,270.1
40.69999692,-102.20795026,269.5
40.69999665,-102.20796681,269.2
40.69999637,-102.20798335,268.8
40.69999610,-102.20799990,268.6
40.69999555,-102.20801627,267.5
40.69999528,-102.20803282,268.7
40.69999487,-102.20804936,268.2
40.69999460,-102.20806645,268.4
40.69999392,-102.20808318,267.4
40.69999337,-102.20809973,267.1
40.69999269,-102.20811627,267.3
40.69999215,-102.20813300,267.2
40.69999174,-102.20814955,268.0
40.69999119,-102.20816628,267.7
40.69999051,-102.20818264,267.2
40.69998983,-102.20819919,266.9
40.69998942,-102.20821556,267.8
40.69998915,-102.20823229,268.6
40.69998901,-102.20824883,269.8
40.69998901,-102.20826538,270.1
40.69998928,-102.20828175,271.2
40.69998983,-102.20829848,272.0
40.69999078,-102.20831484,274.4
40.69999146,-102.20833139,273.2
40.69999242,-102.20834794,274.5
40.69999324,-102.20836449,273.6
40.69999419,-102.20838121,274.3
40.69999460,-102.20839776,272.1
40.69999474,-102.20841431,270.4
40.69999460,-102.20843086,269.2
40.69999433,-102.20844722,269.2
40.69999419,-102.20846359,269.3
40.69999392,-102.20847834,268.7
40.69999365,-102.20849309,268.6
40.69999378,-102.20850748,270.2
40.69999378,-102.20852223,270.2
40.69999378,-102.20853698,270.3
40.69999378,-102.20855155,270.1
40.69999392,-102.20856612,270.6
40.69999392,-102.20858068,269.9
40.69999419,-102.20859489,271.1
40.69999433,-102.20860946,270.7
40.69999433,-102.20862367,270.3
40.69999433,-102.20863806,270.0
40.69999433,-102.20865245,269.9
40.69999392,-102.20866702,268.3
40.69999365,-102.20868123,268.2
40.69999337,-102.20869598,268.9
40.69999310,-102.20871037,268.0
40.69999242,-102.20872512,266.8
40.69999187,-102.20873932,267.0
40.69999119,-102.20875389,266.4
40.69999065,-102.20876828,267.4
40.69998996,-102.20878267,266.5
40.69998928,-102.20879688,266.3
40.69998887,-102.20881127,267.8
40.69998846,-102.20882584,268.2
40.69998846,-102.20884005,269.5
40.69998833,-102.20885516,269.5
40.69998819,-102.20887009,269.6
40.69998805,-102.20888645,269.4
40.69998792,-102.20890408,269.1
40.69998778,-102.20892315,269.8
40.69998778,-102.20894203,269.9
40.69998765,-102.20896146,269.2
40.69998737,-102.20898160,269.0
40.69998724,-102.20900157,269.3
40.69998683,-102.20902153,268.6
40.69998669,-102.20904168,269.3
40.69998642,-102.20906182,269.3
40.69998615,-102.20908161,269.0
40.69998587,-102.20910157,268.6
40.69998519,-102.20912172,267.9
40.69998478,-102.20914168,268.1
40.69998437,-102.20916165,268.8
40.69998396,-102.20918215,268.4
40.69998355,-102.20920248,268.6
40.69998301,-102.20922244,267.8
40.69998246,-102.20924259,267.7
40.69998165,-102.20926273,267.1
40.69998110,-102.20928270,267.7
40.69998028,-102.20930266,266.9
40.69997974,-102.20932298,268.1
40.69997946,-102.20934313,268.9
40.69997933,-102.20936309,269.8
40.69997933,-102.20938288,270.0
40.69997919,-102.20940302,269.5
40.69997905,-102.20942317,269.5
40.69997892,-102.20944331,269.4
40.69997851,-102.20946346,268.6
40.69997824,-102.20948360,268.8
40.69997824,-102.20950357,270.4
40.69997878,-102.20952371,272.1
40.69997960,-102.20954350,272.8
40.69998028,-102.20956382,272.4
40.69998096,-102.20958379,272.5
40.69998124,-102.20960393,271.1
40.69998151,-102.20962408,270.9
40.69998137,-102.20964440,269.5
40.69998083,-102.20966437,268.1
40.69998015,-102.20968451,267.4
40.69997946,-102.20970502,267.6
40.69997892,-102.20972516,267.7
40.69997810,-102.20974513,267.2
40.69997728,-102.20976509,266.7
40.69997592,-102.20978524,265.0
40.69997442,-102.20980520,264.5
40.69997292,-102.20982535,264.2
40.69997169,-102.20984531,265.5
40.69997101,-102.20986528,267.3
40.69997046,-102.20988542,267.8
40.69996965,-102.20990557,267.3
40.69996937,-102.20992571,268.7
40.69996910,-102.20994568,269.2
40.69996896,-102.20996582,269.4
40.69996883,-102.20998596,269.4
40.69996828,-102.21000611,268.0
40.69996760,-102.21002625,267.6
40.69996692,-102.21004640,267.4
40.69996651,-102.21006636,268.2
40.69996610,-102.21008633,268.6
40.69996569,-102.21010665,268.3
40.69996487,-102.21012662,267.1
40.69996406,-102.21014694,267.2
40.69996310,-102.21016691,266.3
40.69996215,-102.21018687,266.0
40.69996106,-102.21020720,265.9
40.69995996,-102.21022716,266.2
40.69995887,-102.21024767,265.8
40.69995833,-102.21026763,268.2
40.69995860,-102.21028778,270.8
40.69995901,-102.21030792,271.4
40.69995942,-102.21032789,271.6
40.69995983,-102.21034803,271.4
40.69996010,-102.21036818,271.2
40.69996024,-102.21038832,270.8
40.69996078,-102.21040847,271.8
40.69996146,-102.21042843,272.9
40.69996269,-102.21044858,274.4
40.69996337,-102.21046854,272.7
40.69996378,-102.21048887,271.1
40.69996378,-102.21050901,270.1
40.69996324,-102.21052898,268.3
40.69996283,-102.21054912,268.0
40.69996242,-102.21056909,268.6
40.69996215,-102.21058923,268.9
40.69996201,-102.21060920,269.9
40.69996201,-102.21062952,269.8
40.69996187,-102.21064984,269.5
40.69996133,-102.21066999,267.8
40.69996065,-102.21069031,267.4
40.69995969,-102.21071064,266.7
40.69995874,-102.21073078,266.3
40.69995806,-102.21075111,267.8
40.69995765,-102.21077143,268.3
40.69995737,-102.21079176,268.7
40.69995642,-102.21081190,266.9
40.69995560,-102.21083205,266.8
40.69995533,-102.21085201,268.6
40.69995519,-102.21087216,269.6
40.69995519,-102.21089248,270.3
40.69995560,-102.21091263,271.2
40.69995574,-102.21093295,270.6
40.69995546,-102.21095310,269.2
40.69995533,-102.21097306,269.2
40.69995506,-102.21099339,269.1
40.69995478,-102.21101353,269.0
40.69995465,-102.21103385,269.3
40.69995465,-102.21105418,269.8
40.69995465,-102.21107414,270.2
40.69995465,-102.21109411,269.9
40.69995465,-102.21111389,270.2
40.69995451,-102.21113422,269.5
40.69995424,-102.21115436,268.8
40.69995356,-102.21117469,267.8
40.69995287,-102.21119483,267.2
40.69995192,-102.21121480,266.4
40.69995069,-102.21123530,265.5
40.69994946,-102.21125527,265.4
40.69994824,-102.21127541,265.5
40.69994701,-102.21129574,265.3
40.69994592,-102.21131570,266.0
40.69994456,-102.21133603,265.0
40.69994292,-102.21135599,263.9
40.69994115,-102.21137632,263.4
40.69993951,-102.21139646,263.8
40.69993787,-102.21141643,263.8
40.69993610,-102.21143657,263.4
40.69993419,-102.21145672,262.9
40.69993242,-102.21147668,263.4
40.69993065,-102.21149665,263.4
40.69992915,-102.21151679,264.5
40.69992765,-102.21153712,264.4
40.69992642,-102.21155744,265.1
40.69992492,-102.21157758,264.7
40.69992396,-102.21158928,263.4
40.69992260,-102.21160205,262.4
40.69992110,-102.21161176,258.1
40.69991797,-102.21162255,249.1
40.69991156,-102.21163658,239.0
40.69990215,-102.21165043,228.2
40.69989056,-102.21166104,214.7
40.69987828,-102.21166788,202.7
40.69986492,-102.21167040,188.6
40.69985156,-102.21166878,174.6
40.69983888,-102.21166266,160.1
40.69982742,-102.21165241,145.7
40.69981774,-102.21163802,131.5
40.69981106,-102.21162021,116.5
40.69980860,-102.21160115,99.8
40.69980983,-102.21158208,84.7
40.69981515,-102.21156410,68.9
40.69982401,-102.21154809,53.9
40.69983574,-102.21153604,37.9
40.69984938,-102.21152884,21.8
40.69986369,-102.21152668,6.4
40.69987706,-102.21152902,352.4
40.69988892,-102.21153262,347.0
40.69989642,-102.21153568,343.1
40.69990174,-102.21153783,342.3
40.69990528,-102.21153927,344.5
40.69992301,-102.21154485,348.5
40.69993119,-102.21154719,348.2
40.69994087,-102.21154899,352.1
40.69995028,-102.21155043,352.9
40.69995969,-102.21155114,356.4
40.69997060,-102.21155168,358.2
40.69998219,-102.21155204,358.9
40.69999501,-102.21155186,0.5
40.70000769,-102.21155114,2.1
40.70002228,-102.21155043,2.4
40.70003810,-102.21154935,2.7
40.70005405,-102.21154791,4.2
40.70007083,-102.21154629,3.9
40.70008746,-102.21154683,358.8
40.70010410,-102.21154701,359.6
40.70012073,-102.21154575,3.1
40.70013737,-102.21154449,3.4
40.70015401,-102.21154305,3.9
40.70017092,-102.21154161,3.6
40.70018769,-102.21154017,3.7
40.70020419,-102.21153909,2.9
40.70022082,-102.21153855,1.4
40.70023800,-102.21153855,359.7
40.70025478,-102.21153855,0.3
40.70027169,-102.21153837,0.2
40.70028832,-102.21153819,0.4
40.70030482,-102.21153837,359.9
40.70032132,-102.21153837,359.8
40.70033728,-102.21153837,0.2
40.70035255,-102.21153891,358.2
40.70036837,-102.21154017,356.4
40.70038391,-102.21154161,356.4
40.70039959,-102.21154251,357.3
40.70041555,-102.21154269,359.3
40.70043164,-102.21154287,359.7
40.70044773,-102.21154305,359.5
40.70046368,-102.21154305,359.8
40.70047923,-102.21154341,359.3
40.70049477,-102.21154341,0.1
40.70051032,-102.21154359,359.2
40.70052573,-102.21154377,359.8
40.70054113,-102.21154413,358.9
40.70055654,-102.21154395,0.4
40.70057209,-102.21154377,0.7
40.70058777,-102.21154341,0.8
40.70060345,-102.21154323,0.3
40.70061886,-102.21154269,1.8
40.70063440,-102.21154179,2.4
40.70064981,-102.21154089,2.3
40.70066509,-102.21153999,2.5
40.70068036,-102.21153909,2.7
40.70069577,-102.21153837,2.1
40.70071104,-102.21153766,1.9
40.70072618,-102.21153640,3.9
40.70074131,-102.21153532,3.1
40.70075686,-102.21153424,3.1
40.70077226,-102.21153334,2.4
40.70078754,-102.21153244,2.7
40.70080308,-102.21153172,1.9
40.70081835,-102.21153082,2.3
40.70083363,-102.21153028,1.8
40.70084890,-102.21152956,2.1
40.70086417,-102.21152938,0.4
40.70087958,-102.21152938,359.8
40.70089512,-102.21152974,358.9
40.70091040,-102.21153010,359.1
40.70092567,-102.21153010,360.0
40.70094121,-102.21153010,0.0
40.70095662,-102.21153046,359.3
40.70097190,-102.21152992,1.3
40.70098730,-102.21152938,1.4
40.70100271,-102.21152938,0.0
40.70101771,-102.21152938,0.3
40.70103285,-102.21152884,1.4
40.70104798,-102.21152758,3.3
40.70106339,-102.21152686,2.2
40.70107880,-102.21152596,2.7
40.70109407,-102.21152524,2.3
40.70110935,-102.21152435,2.1
40.70112462,-102.21152399,1.0
40.70113975,-102.21152363,1.3
40.70115489,-102.21152309,1.3
40.70116989,-102.21152291,0.7
40.70118516,-102.21152291,0.2
40.70120057,-102.21152273,0.5
40.70121611,-102.21152237,0.7
40.70123125,-102.21152219,0.9
40.70124680,-102.21152183,0.7
40.70126220,-102.21152147,1.2
40.70127775,-102.21152057,2.6
40.70129288,-102.21151949,3.1
40.70130816,-102.21151823,3.4
40.70132357,-102.21151697,3.4
40.70133884,-102.21151589,3.3
40.70135411,-102.21151463,3.5
40.70136952,-102.21151373,2.4
40.70138479,-102.21151319,1.5
40.70140033,-102.21151283,1.3
40.70141574,-102.21151229,1.4
40.70143088,-102.21151193,1.0
40.70144602,-102.21151193,359.8
40.70146129,-102.21151175,1.0
40.70147656,-102.21151139,0.9
40.70149170,-102.21151068,1.9
40.70150724,-102.21150978,2.5
40.70152238,-102.21150870,3.1
40.70153765,-102.21150816,1.6
40.70155306,-102.21150762,1.8
40.70156833,-102.21150636,3.4
40.70158374,-102.21150564,2.2
40.70159915,-102.21150492,1.9
40.70161483,-102.21150420,1.9
40.70163010,-102.21150348,2.0
40.70164523,-102.21150258,2.6
40.70166051,-102.21150186,2.2
40.70167564,-102.21150060,3.4
40.70169105,-102.21149952,3.3
40.70170646,-102.21149826,3.4
40.70172173,-102.21149719,3.2
40.70173728,-102.21149629,2.1
40.70175255,-102.21149557,2.2
40.70176809,-102.21149521,0.8
40.70178323,-102.21149485,1.1
40.70179864,-102.21149467,0.7
40.70181405,-102.21149503,359.1
40.70182959,-102.21149467,0.7
40.70184500,-102.21149395,2.3
40.70186027,-102.21149323,2.1
40.70187554,-102.21149251,2.1
40.70189081,-102.21149107,3.7
40.70190595,-102.21148999,3.2
40.70192177,-102.21148855,3.9
40.70193704,-102.21148729,3.8
40.70195258,-102.21148603,3.5
40.70196786,-102.21148495,3.0
40.70198327,-102.21148424,2.1
40.70199854,-102.21148370,1.5
40.70201408,-102.21148316,1.4
40.70202976,-102.21148280,0.7
40.70204531,-102.21148262,0.5
40.70206099,-102.21148226,1.2
40.70207640,-102.21148190,1.0
40.70209153,-102.21148154,1.3
40.70210708,-102.21148154,0.0
40.70212249,-102.21148118,1.0
40.70213803,-102.21148100,0.2
40.70215358,-102.21148064,1.1
40.70216912,-102.21148082,359.3
40.70218480,-102.21148046,1.2
40.70220007,-102.21148010,0.8
40.70221562,-102.21148028,359.8
40.70223075,-102.21147992,0.7
40.70224548,-102.21147992,0.2
40.70226021,-102.21147956,1.1
40.70227480,-102.21147920,1.2
40.70228966,-102.21147866,1.3
40.70230398,-102.21147794,2.0
40.70231707,-102.21147740,1.8
40.70233016,-102.21147686,1.8
40.70234311,-102.21147596,3.3
40.70235606,-102.21147488,3.2
40.70236902,-102.21147398,3.1
40.70238197,-102.21147326,2.4
40.70239493,-102.21147308,0.9
40.70240761,-102.21147254,1.9
40.70242056,-102.21147218,1.2
40.70243420,-102.21147200,0.5
40.70244879,-102.21147200,359.8
40.70246338,-102.21147200,0.3
40.70247810,-102.21147200,360.0
40.70249283,-102.21147164,1.3
40.70250756,-102.21147093,1.7
40.70252228,-102.21147057,1.5
40.70253715,-102.21147003,1.4
40.70255201,-102.21146931,2.0
40.70256701,-102.21146787,4.0
40.70258173,-102.21146679,3.6
40.70259660,-102.21146535,3.8
40.70261160,-102.21146427,3.5
40.70262660,-102.21146355,2.0
40.70264173,-102.21146283,2.1
40.70265673,-102.21146211,2.0
40.70267159,-102.21146103,2.9
40.70268673,-102.21146049,2.0
40.70270200,-102.21145959,2.6
40.70271741,-102.21145923,0.9
40.70273282,-102.21145923,0.1
40.70274823,-102.21145923,359.8
40.70276377,-102.21145923,359.8
40.70277918,-102.21145923,0.2
40.70279445,-102.21145959,359.2
40.70280959,-102.21145959,0.0
40.70282472,-102.21145977,359.1
40.70284013,-102.21146049,358.0
40.70285526,-102.21146049,359.9
40.70287054,-102.21145941,3.1
40.70288554,-102.21145816,3.6
40.70290053,-102.21145708,3.4
40.70291581,-102.21145600,3.2
40.70293108,-102.21145456,3.9
40.70294649,-102.21145402,1.6
40.70296189,-102.21145330,1.8
40.70297730,-102.21145312,0.8
40.70299271,-102.21145240,1.7
40.70300771,-102.21145186,1.8
40.70302285,-102.21145060,3.4
40.70303784,-102.21144898,4.4
40.70305298,-102.21144790,3.4
40.70306812,-102.21144682,3.2
40.70308339,-102.21144592,2.5
40.70309866,-102.21144520,1.8
40.70311379,-102.21144449,2.1
40.70312907,-102.21144413,1.5
40.70314406,-102.21144395,0.4
40.70315865,-102.21144341,1.6
40.70317420,-102.21144287,1.5
40.70318947,-102.21144251,1.3
40.70320474,-102.21144197,1.3
40.70321988,-102.21144143,1.4
40.70323515,-102.21144089,1.5
40.70325029,-102.21144053,1.0
40.70326515,-102.21143927,3.9
40.70328042,-102.21143819,3.0
40.70329569,-102.21143639,5.0
40.70331069,-102.21143495,4.5
40.70332610,-102.21143315,5.0
40.70334096,-102.21143207,3.4
40.70335582,-102.21143082,3.4
40.70337069,-102.21142992,2.6
40.70338596,-102.21142956,1.2
40.70340096,-102.21142938,0.5
40.70341650,-102.21142956,359.5
40.70343191,-102.21143010,358.6
40.70344732,-102.21143064,358.5
40.70346273,-102.21143118,358.2
40.70347772,-102.21143154,359.0
40.70349300,-102.21143207,358.4
40.70350827,-102.21143243,358.9
40.70352354,-102.21143225,0.6
40.70353867,-102.21143118,3.4
40.70355381,-102.21142992,3.3
40.70356895,-102.21142866,3.5
40.70358408,-102.21142740,4.0
40.70359922,-102.21142668,1.8
40.70361421,-102.21142596,2.3
40.70362949,-102.21142488,2.7
40.70364476,-102.21142434,1.9
40.70365989,-102.21142344,2.2
40.70367517,-102.21142290,1.9
40.70369044,-102.21142164,3.2
40.70370571,-102.21142074,2.8
40.70372112,-102.21141984,2.3
40.70373625,-102.21141876,3.3
40.70375139,-102.21141733,4.0
40.70376639,-102.21141661,2.1
40.70378138,-102.21141643,0.6
40.70379652,-102.21141571,2.2
40.70381179,-102.21141481,2.3
40.70382706,-102.21141391,2.4
40.70384220,-102.21141283,3.3
