"Latitude","Longitude","Region","Engaged","Duration","Distance","Width","Elevation","Heading","GPS Quality","Engine Load","Engine Power","Fuel Usage","Fuel Economy","Moisture","Flow Wheat","Header Offset","Speed","Mass Yield","Wet Yield","Dry Yield","Timestamp"
40.69998015,-102.20217733,"18/07/04-11:28:12",true,1.0,0.09,0.00,3730.11,269.8,2,31.0,0.00,7.6,0.0,13.3,0.0,0.0,0.1,0.0,0.0,0.0,1530725445.0
40.69998015,-102.20217733,"18/07/04-11:28:12",true,1.0,0.09,0.00,3730.11,269.8,2,31.0,0.00,7.6,0.0,13.3,0.0,0.0,0.1,0.0,0.0,0.0,1530725446.0
40.69998015,-102.20217733,"18/07/04-11:28:12",true,1.0,1.09,34.00,3730.11,269.8,2,35.0,0.00,8.6,2.8,13.3,0.0,-0.5,0.7,0.0,0.0,0.0,1530725446.0
40.69997987,-102.20218003,"18/07/04-11:28:12",true,4.0,4.37,34.00,3730.11,269.3,2,35.0,0.00,2.1,0.7,13.3,0.0,-0.5,0.7,0.0,0.0,0.0,1530725447.0
40.69997987,-102.20218561,"18/07/04-11:28:12",true,1.0,1.09,34.00,3730.08,268.8,2,35.0,0.00,8.6,2.8,13.3,0.0,-0.5,0.7,0.0,0.0,0.0,1530725448.0
40.69997960,-102.20218830,"18/07/04-11:28:12",true,1.0,1.18,34.00,3730.00,268.0,2,35.0,0.00,8.6,2.6,13.3,0.0,0.0,0.8,0.0,0.0,0.0,1530725449.0
40.69997919,-102.20219496,"18/07/04-11:28:12",true,2.0,3.10,34.00,3729.91,265.7,2,34.0,0.00,4.3,1.0,13.3,0.0,-0.5,1.1,0.0,0.0,0.0,1530725450.0
40.69997851,-102.20220305,"18/07/04-11:28:12",true,1.0,1.73,34.00,3729.79,263.6,2,34.0,0.00,8.6,1.8,13.3,0.0,-0.5,1.2,0.0,0.0,0.0,1530725451.0
40.69997783,-102.20220935,"18/07/04-11:28:12",true,1.0,1.73,34.00,3729.73,262.0,2,38.0,0.00,8.6,1.8,13.3,0.2,-0.5,1.2,150.3,2.5,2.5,1530725452.0
40.69997769,-102.20221528,"18/07/04-11:28:12",true,1.0,1.91,34.00,3729.63,261.5,2,43.0,0.00,9.5,1.8,13.3,0.6,-0.5,1.3,385.6,6.4,6.4,1530725453.0
40.69997592,-102.20222536,"18/07/04-11:28:12",true,1.0,2.19,34.00,3729.48,264.2,2,42.0,0.00,10.5,1.7,13.3,0.6,-0.5,1.5,339.9,5.7,5.7,1530725454.0
40.69997510,-102.20222769,"18/07/04-11:28:12",true,1.0,0.91,34.00,3729.57,262.9,2,39.0,0.00,10.5,4.1,13.3,0.3,-0.5,0.6,392.9,6.5,6.5,1530725455.0
40.69997510,-102.20223021,"18/07/04-11:28:12",true,1.0,0.82,34.00,3729.65,263.1,2,40.0,0.00,9.5,4.1,13.3,1.5,-0.5,0.6,2376.1,39.6,39.6,1530725456.0
40.69997524,-102.20223273,"18/07/04-11:28:12",true,1.0,0.91,34.00,3729.68,263.8,2,43.0,0.00,10.5,4.1,13.3,1.9,0.0,0.6,2599.6,43.3,43.3,1530725457.0
40.69997537,-102.20223867,"18/07/04-11:28:12",true,1.0,1.46,34.00,3729.67,265.6,2,39.0,0.00,10.5,2.6,13.3,3.4,-0.5,1.0,2963.2,49.4,49.4,1530725458.0
40.69997524,-102.20224406,"18/07/04-11:28:12",true,1.0,1.64,34.00,3729.61,266.6,2,34.0,0.00,9.5,2.1,13.3,3.7,-0.5,1.1,2855.1,47.6,47.6,1530725459.0
40.69997496,-102.20225359,"18/07/04-11:28:12",true,1.0,2.00,34.00,3729.45,269.2,2,35.0,0.00,8.6,1.5,13.3,3.7,-0.5,1.4,2370.0,39.5,39.5,1530725460.0
40.69997496,-102.20225683,"18/07/04-11:28:12",true,1.0,1.37,34.00,3729.44,269.1,2,38.0,0.00,8.6,2.2,13.4,2.6,-0.5,0.9,2441.5,40.7,40.7,1530725461.0
40.69997469,-102.20226313,"18/07/04-11:28:12",true,2.0,3.65,34.00,3729.40,269.0,2,38.0,0.00,4.8,0.9,13.5,3.4,-0.5,1.2,2404.1,40.1,40.1,1530725462.0
40.69997442,-102.20226834,"18/07/04-11:28:12",true,1.0,1.37,34.00,3729.31,268.5,2,42.0,0.00,9.5,2.5,13.2,2.3,-0.5,0.9,2160.2,36.0,36.0,1530725463.0
40.69997442,-102.20227086,"18/07/04-11:28:12",true,1.0,0.73,34.00,3729.30,268.8,2,46.0,0.00,10.5,5.1,12.6,2.4,-0.5,0.5,4159.7,69.3,69.3,1530725464.0
40.69997401,-102.20227662,"18/07/04-11:28:12",true,2.0,2.37,34.00,3729.23,268.4,2,46.0,0.00,5.7,1.7,12.8,3.8,-0.5,0.8,4121.1,68.7,68.7,1530725465.0
40.69997387,-102.20228273,"18/07/04-11:28:12",true,1.0,1.64,34.00,3729.17,267.2,2,42.0,0.00,11.4,2.5,12.9,4.5,-0.5,1.1,3481.6,58.0,58.0,1530725466.0
40.69997360,-102.20229119,"18/07/04-11:28:12",true,1.0,2.19,34.00,3729.12,266.8,2,39.0,0.00,10.5,1.7,12.9,3.3,0.0,1.5,1952.1,32.5,32.5,1530725467.0
40.69997333,-102.20229676,"18/07/04-11:28:12",true,1.0,2.10,34.00,3729.13,266.3,2,36.0,0.00,9.5,1.6,12.9,4.7,-0.5,1.4,2842.1,47.4,47.4,1530725468.0
40.69997292,-102.20230468,"18/07/04-11:28:12",true,1.0,1.91,34.00,3729.14,265.9,2,40.0,0.00,9.5,1.8,13.0,4.5,-0.5,1.3,3038.0,50.6,50.6,1530725469.0
40.69997265,-102.20231007,"18/07/04-11:28:12",true,1.0,1.91,34.00,3729.13,266.0,2,43.0,0.00,10.5,1.9,12.9,3.7,-0.5,1.3,2490.0,41.5,41.5,1530725470.0
40.69997237,-102.20231799,"18/07/04-11:28:12",true,1.0,2.00,34.00,3729.15,265.8,2,42.0,0.00,10.5,1.9,12.9,5.1,-0.5,1.4,3232.6,53.9,53.9,1530725471.0
40.69997196,-102.20232338,"18/07/04-11:28:12",true,1.0,2.00,34.00,3729.13,265.7,2,42.0,0.00,10.5,1.9,12.9,4.1,-0.5,1.4,2594.4,43.2,43.2,1530725472.0
40.69997115,-102.20233417,"18/07/04-11:28:12",true,1.0,2.73,34.00,3729.16,266.2,2,43.0,0.00,10.5,1.4,13.0,3.6,-0.5,1.9,1678.2,28.0,28.0,1530725473.0
40.69997074,-102.20234245,"18/07/04-11:28:12",true,1.0,3.01,34.00,3729.21,266.3,2,44.0,0.00,10.5,1.2,12.8,4.4,0.0,2.1,1890.8,31.5,31.5,1530725474.0
40.69997033,-102.20235468,"18/07/04-11:28:12",true,1.0,2.82,34.00,3729.28,266.3,2,44.0,0.00,10.5,1.3,12.4,3.9,0.0,1.9,1761.0,29.4,29.4,1530725475.0
40.69996992,-102.20236133,"18/07/04-11:28:12",true,1.0,2.00,34.00,3729.32,266.3,2,39.0,0.00,10.5,1.9,12.2,2.5,0.0,1.4,1613.1,26.9,26.9,1530725476.0
40.69996978,-102.20236457,"18/07/04-11:28:12",true,1.0,1.64,34.00,3729.37,266.2,2,40.0,0.00,9.5,2.1,12.1,2.6,-0.5,1.1,2067.4,34.5,34.5,1530725477.0
40.69996951,-102.20237302,"18/07/04-11:28:12",true,2.0,3.28,34.00,3729.36,266.2,2,43.0,0.00,5.2,1.1,12.4,3.1,-0.5,1.1,2421.5,40.4,40.4,1530725478.0
40.69996937,-102.20237806,"18/07/04-11:28:12",true,1.0,1.73,34.00,3729.35,266.0,2,43.0,0.00,10.5,2.1,12.4,2.6,-0.5,1.2,1902.0,31.7,31.7,1530725479.0
40.69996924,-102.20238310,"18/07/04-11:28:12",true,1.0,1.64,34.00,3729.35,265.9,2,39.0,0.00,10.5,2.3,12.4,2.6,-0.5,1.1,2049.8,34.2,34.2,1530725480.0
40.69996883,-102.20238957,"18/07/04-11:28:12",true,2.0,2.92,34.00,3729.39,265.9,2,38.0,0.00,4.8,1.2,12.4,2.1,-0.5,1.0,1879.2,31.3,31.3,1530725481.0
40.69996856,-102.20239677,"18/07/04-11:28:12",true,1.0,1.64,34.00,3729.41,266.0,2,39.0,0.00,9.5,2.1,12.4,2.8,-0.5,1.1,2192.4,36.5,36.5,1530725482.0
40.69996815,-102.20240180,"18/07/04-11:28:12",true,1.0,1.91,34.00,3729.44,266.4,2,42.0,0.00,9.5,1.8,12.6,2.8,-0.5,1.3,1879.7,31.3,31.3,1530725483.0
40.69996801,-102.20241134,"18/07/04-11:28:12",true,1.0,2.28,34.00,3729.50,267.9,2,43.0,0.00,10.5,1.6,12.6,3.4,0.0,1.6,1889.7,31.5,31.5,1530725484.0
40.69996801,-102.20241835,"18/07/04-11:28:12",true,1.0,2.46,34.00,3729.55,269.2,2,46.0,0.00,10.5,1.5,12.6,5.3,0.0,1.7,2736.1,45.6,45.6,1530725485.0
40.69996815,-102.20243148,"18/07/04-11:28:12",true,1.0,3.19,34.00,3729.58,269.9,2,48.0,0.00,11.4,1.3,12.6,5.6,-0.5,2.2,2245.7,37.4,37.4,1530725486.0
40.69996828,-102.20244479,"18/07/04-11:28:12",true,1.0,3.74,34.00,3729.55,269.5,2,48.0,0.00,12.4,1.2,12.6,5.4,-0.5,2.5,1853.2,30.9,30.9,1530725487.0
40.69996815,-102.20245828,"18/07/04-11:28:12",true,1.0,3.74,34.00,3729.58,269.0,2,47.0,0.00,11.4,1.1,12.6,6.4,-0.5,2.5,2183.0,36.4,36.4,1530725488.0
40.69996815,-102.20247141,"18/07/04-11:28:12",true,1.0,3.74,34.00,3729.59,268.6,2,53.0,0.00,12.4,1.2,12.6,5.8,-0.5,2.5,1988.6,33.1,33.1,1530725489.0
40.69996787,-102.20248454,"18/07/04-11:28:12",true,1.0,3.74,34.00,3729.63,268.7,2,56.0,0.00,13.3,1.3,11.8,6.0,-0.5,2.5,2045.9,34.1,34.1,1530725490.0
40.69996774,-102.20249749,"18/07/04-11:28:12",true,1.0,3.74,34.00,3729.63,268.3,2,57.0,0.00,14.3,1.4,11.5,6.0,-0.5,2.5,2049.3,34.2,34.2,1530725491.0
40.69996760,-102.20251062,"18/07/04-11:28:12",true,1.0,3.55,34.00,3729.64,268.1,2,59.0,0.00,14.3,1.4,11.7,5.7,-0.5,2.4,2056.7,34.3,34.3,1530725492.0
40.69996706,-102.20252465,"18/07/04-11:28:12",true,1.0,3.83,34.00,3729.64,268.0,2,57.0,0.00,14.3,1.3,11.9,5.0,0.0,2.6,1663.0,27.7,27.7,1530725493.0
40.69996637,-102.20253796,"18/07/04-11:28:12",true,1.0,3.74,34.00,3729.68,267.1,2,53.0,0.00,14.3,1.4,12.0,5.9,-0.5,2.5,2033.7,33.9,33.9,1530725494.0
40.69996596,-102.20255271,"18/07/04-11:28:12",true,1.0,4.01,34.00,3729.66,266.3,2,52.0,0.00,13.3,1.2,12.0,6.5,-0.5,2.7,2077.6,34.6,34.6,1530725495.0
40.69996501,-102.20256710,"18/07/04-11:28:12",true,1.0,4.10,34.00,3729.62,265.6,2,53.0,0.00,13.3,1.2,12.0,4.5,0.0,2.8,1413.8,23.6,23.6,1530725496.0
40.69996392,-102.20258185,"18/07/04-11:28:12",true,1.0,4.01,34.00,3729.66,263.4,2,56.0,0.00,13.3,1.2,12.0,5.4,0.0,2.7,1728.8,28.8,28.8,1530725497.0
40.69996215,-102.20259696,"18/07/04-11:28:12",true,1.0,4.19,34.00,3729.68,261.3,2,57.0,0.00,14.3,1.2,12.1,5.0,-0.5,2.9,1527.9,25.5,25.5,1530725498.0
40.69996010,-102.20261152,"18/07/04-11:28:12",true,1.0,4.19,34.00,3729.69,259.5,2,56.0,0.00,14.3,1.2,12.0,3.7,-0.5,2.9,1129.3,18.8,18.8,1530725499.0
40.69995806,-102.20262609,"18/07/04-11:28:12",true,1.0,4.19,34.00,3729.73,259.0,2,55.0,0.00,14.3,1.2,11.4,4.0,-0.5,2.9,1221.5,20.4,20.4,1530725500.0
40.69995601,-102.20264084,"18/07/04-11:28:12",true,1.0,4.10,34.00,3729.74,260.6,2,55.0,0.00,13.3,1.2,11.5,4.1,0.0,2.8,1269.5,21.2,21.2,1530725501.0
40.69995465,-102.20265595,"18/07/04-11:28:12",true,1.0,4.28,34.00,3729.76,263.1,2,56.0,0.00,13.3,1.1,11.5,3.0,-0.5,2.9,890.4,14.8,14.8,1530725502.0
40.69995342,-102.20267160,"18/07/04-11:28:12",true,1.0,4.37,34.00,3729.78,264.7,2,52.0,0.00,13.3,1.1,11.7,2.5,-0.5,3.0,746.1,12.4,12.4,1530725503.0
40.69995219,-102.20268815,"18/07/04-11:28:12",true,1.0,4.74,34.00,3729.79,265.5,2,53.0,0.00,13.3,1.0,11.8,2.7,-0.5,3.2,728.5,12.1,12.1,1530725504.0
40.69995151,-102.20270451,"18/07/04-11:28:12",true,1.0,4.56,34.00,3729.84,266.7,2,52.0,0.00,13.3,1.0,11.8,2.6,-0.5,3.1,742.4,12.4,12.4,1530725505.0
40.69995096,-102.20271962,"18/07/04-11:28:12",true,1.0,4.28,34.00,3729.82,267.4,2,51.0,0.00,13.3,1.1,11.8,2.5,0.0,2.9,756.4,12.6,12.6,1530725506.0
40.69995028,-102.20273455,"18/07/04-11:28:12",true,1.0,4.19,34.00,3729.84,267.7,2,57.0,0.00,13.3,1.1,11.8,2.2,-0.5,2.9,681.5,11.4,11.4,1530725507.0
40.69995001,-102.20275002,"18/07/04-11:28:12",true,1.0,4.28,34.00,3729.82,268.6,2,60.0,0.00,14.3,1.2,11.9,2.7,-0.5,2.9,813.3,13.6,13.6,1530725508.0
40.69994987,-102.20276585,"18/07/04-11:28:12",true,1.0,4.47,34.00,3729.86,268.6,2,59.0,0.00,14.3,1.1,11.9,2.5,-0.5,3.0,723.7,12.1,12.1,1530725509.0
40.69994946,-102.20278132,"18/07/04-11:28:12",true,1.0,4.28,34.00,3729.88,268.7,2,59.0,0.00,14.3,1.2,12.0,2.8,-0.5,2.9,839.9,14.0,14.0,1530725510.0
40.69994919,-102.20279678,"18/07/04-11:28:12",true,1.0,4.37,34.00,3729.89,268.9,2,59.0,0.00,14.3,1.2,12.0,3.8,-0.5,3.0,1111.0,18.5,18.5,1530725511.0
40.69994892,-102.20281225,"18/07/04-11:28:12",true,1.0,4.37,34.00,3729.88,269.3,2,57.0,0.00,14.3,1.2,12.0,3.8,0.0,3.0,1116.6,18.6,18.6,1530725512.0
40.69994892,-102.20282844,"18/07/04-11:28:12",true,1.0,4.65,34.00,3729.88,269.7,2,55.0,0.00,14.3,1.1,12.0,4.2,-0.5,3.2,1161.6,19.4,19.4,1530725513.0
40.69994892,-102.20284517,"18/07/04-11:28:12",true,1.0,4.56,34.00,3729.86,269.7,2,53.0,0.00,13.3,1.0,12.0,4.3,-0.5,3.1,1214.1,20.2,20.2,1530725514.0
40.69994892,-102.20286208,"18/07/04-11:28:12",true,1.0,4.74,34.00,3729.82,270.0,2,55.0,0.00,13.3,1.0,12.0,4.4,-0.5,3.2,1187.7,19.8,19.8,1530725515.0
40.69994892,-102.20287880,"18/07/04-11:28:12",true,1.0,4.74,34.00,3729.83,270.2,2,55.0,0.00,13.3,1.0,12.0,3.9,-0.5,3.2,1061.7,17.7,17.7,1530725516.0
40.69994878,-102.20289535,"18/07/04-11:28:12",true,1.0,4.56,34.00,3729.83,270.1,2,57.0,0.00,14.3,1.1,11.1,5.0,-0.5,3.1,1401.4,23.4,23.4,1530725517.0
40.69994878,-102.20291226,"18/07/04-11:28:12",true,1.0,4.83,34.00,3729.79,269.9,2,61.0,0.00,14.3,1.1,11.2,4.9,-0.5,3.3,1289.0,21.5,21.5,1530725518.0
40.69994892,-102.20292934,"18/07/04-11:28:12",true,1.0,4.83,34.00,3729.81,270.7,2,63.0,0.00,15.2,1.1,11.3,4.2,-0.5,3.3,1124.7,18.7,18.7,1530725519.0
40.69994919,-102.20294625,"18/07/04-11:28:12",true,1.0,4.74,34.00,3729.81,270.9,2,61.0,0.00,15.2,1.1,11.5,4.9,0.0,3.2,1319.0,22.0,22.0,1530725520.0
40.69994946,-102.20296352,"18/07/04-11:28:12",true,1.0,4.83,34.00,3729.82,270.7,2,64.0,0.00,15.2,1.1,11.5,4.9,0.0,3.3,1299.7,21.7,21.7,1530725521.0
40.69994974,-102.20298043,"18/07/04-11:28:12",true,1.0,4.92,34.00,3729.88,270.5,2,61.0,0.00,16.2,1.2,11.5,4.9,-0.5,3.4,1265.3,21.1,21.1,1530725522.0
40.69994987,-102.20299751,"18/07/04-11:28:12",true,1.0,4.83,34.00,3729.89,270.5,2,61.0,0.00,15.2,1.1,11.5,6.1,-0.5,3.3,1620.2,27.0,27.0,1530725523.0
40.69995015,-102.20301496,"18/07/04-11:28:12",true,1.0,4.83,34.00,3729.86,270.2,2,61.0,0.00,15.2,1.1,11.6,5.8,-0.5,3.3,1546.6,25.8,25.8,1530725524.0
40.69995001,-102.20303223,"18/07/04-11:28:12",true,1.0,4.83,34.00,3729.94,270.2,2,65.0,0.00,15.2,1.1,11.6,5.8,-0.5,3.3,1551.2,25.9,25.9,1530725525.0
40.69995028,-102.20304967,"18/07/04-11:28:12",true,1.0,4.83,34.00,3729.97,270.2,2,63.0,0.00,16.2,1.2,11.6,5.9,-0.5,3.3,1575.3,26.3,26.3,1530725526.0
40.69995042,-102.20306730,"18/07/04-11:28:12",true,1.0,4.83,34.00,3729.98,270.1,2,61.0,0.00,15.2,1.1,11.7,6.0,-0.5,3.3,1585.5,26.4,26.4,1530725527.0
40.69995056,-102.20308475,"18/07/04-11:28:12",true,1.0,4.92,34.00,3730.00,269.6,2,61.0,0.00,15.2,1.1,11.1,5.5,-0.5,3.4,1420.9,23.7,23.7,1530725528.0
40.69995028,-102.20310219,"18/07/04-11:28:12",true,1.0,4.83,34.00,3730.03,268.9,2,63.0,0.00,15.2,1.1,11.4,6.2,-0.5,3.3,1637.5,27.3,27.3,1530725529.0
40.69995028,-102.20311946,"18/07/04-11:28:12",true,1.0,4.83,34.00,3730.06,268.9,2,64.0,0.00,15.2,1.1,11.4,6.8,-0.5,3.3,1815.7,30.3,30.3,1530725530.0
40.69994987,-102.20313691,"18/07/04-11:28:12",true,1.0,4.83,34.00,3730.10,269.0,2,68.0,0.00,16.2,1.2,11.5,6.1,-0.5,3.3,1612.1,26.9,26.9,1530725531.0
40.69994987,-102.20315435,"18/07/04-11:28:12",true,1.0,4.83,34.00,3730.13,269.0,2,64.0,0.00,17.1,1.3,11.5,6.3,-0.5,3.3,1683.3,28.1,28.1,1530725532.0
40.69994946,-102.20317198,"18/07/04-11:28:12",true,1.0,4.92,34.00,3730.15,268.1,2,63.0,0.00,16.2,1.2,11.6,7.0,0.0,3.4,1810.6,30.2,30.2,1530725533.0
40.69994946,-102.20318961,"18/07/04-11:28:12",true,1.0,4.83,34.00,3730.17,268.1,2,61.0,0.00,15.2,1.1,11.6,7.1,-0.5,3.3,1877.1,31.3,31.3,1530725534.0
40.69994919,-102.20320724,"18/07/04-11:28:12",true,1.0,5.01,34.00,3730.16,268.3,2,61.0,0.00,15.2,1.1,11.6,5.6,-0.5,3.4,1429.1,23.8,23.8,1530725535.0
40.69994892,-102.20322486,"18/07/04-11:28:12",true,1.0,4.92,34.00,3730.17,268.6,2,63.0,0.00,15.2,1.1,11.6,7.7,-0.5,3.4,2016.7,33.6,33.6,1530725536.0
40.69994878,-102.20324231,"18/07/04-11:28:12",true,1.0,4.92,34.00,3730.20,269.0,2,67.0,0.00,15.2,1.1,11.3,7.2,-0.5,3.4,1876.9,31.3,31.3,1530725537.0
40.69994878,-102.20325976,"18/07/04-11:28:12",true,1.0,4.92,34.00,3730.24,269.2,2,65.0,0.00,16.2,1.2,11.5,7.2,-0.5,3.4,1885.2,31.4,31.4,1530725538.0
40.69994851,-102.20327792,"18/07/04-11:28:12",true,1.0,5.01,34.00,3730.18,269.0,2,64.0,0.00,16.2,1.1,11.6,8.1,-0.5,3.4,2077.0,34.6,34.6,1530725539.0
40.69994851,-102.20329573,"18/07/04-11:28:12",true,1.0,4.92,34.00,3730.24,269.8,2,69.0,0.00,16.2,1.2,11.8,8.0,-0.5,3.4,2074.2,34.6,34.6,1530725540.0
40.69994851,-102.20331353,"18/07/04-11:28:12",true,1.0,5.01,34.00,3730.25,270.3,2,69.0,0.00,17.1,1.2,11.8,7.9,-0.5,3.4,2018.6,33.6,33.6,1530725541.0
40.69994878,-102.20333170,"18/07/04-11:28:12",true,1.0,5.10,34.00,3730.25,271.2,2,69.0,0.00,17.1,1.2,11.8,8.1,-0.5,3.5,2026.7,33.8,33.8,1530725542.0
40.69994919,-102.20334987,"18/07/04-11:28:12",true,1.0,5.19,34.00,3730.28,271.6,2,71.0,0.00,17.1,1.2,11.8,8.6,-0.5,3.5,2109.5,35.2,35.2,1530725543.0
40.69994946,-102.20336803,"18/07/04-11:28:12",true,1.0,5.10,34.00,3730.30,271.4,2,72.0,0.00,17.1,1.2,11.9,7.6,-0.5,3.5,1903.8,31.7,31.7,1530725544.0
40.69994987,-102.20338638,"18/07/04-11:28:12",true,1.0,5.10,34.00,3730.32,271.2,2,73.0,0.00,18.1,1.3,11.5,8.5,-0.5,3.5,2124.9,35.4,35.4,1530725545.0
40.69995028,-102.20340419,"18/07/04-11:28:12",true,1.0,5.19,34.00,3730.39,271.2,2,68.0,0.00,18.1,1.2,11.6,8.7,-0.5,3.5,2149.1,35.8,35.8,1530725546.0
40.69995056,-102.20342253,"18/07/04-11:28:12",true,1.0,5.10,34.00,3730.40,271.1,2,67.0,0.00,17.1,1.2,11.9,8.4,-0.5,3.5,2099.5,35.0,35.0,1530725547.0
40.69995083,-102.20344088,"18/07/04-11:28:12",true,1.0,5.10,34.00,3730.44,270.9,2,68.0,0.00,16.2,1.1,12.0,8.8,0.0,3.5,2209.0,36.8,36.8,1530725548.0
40.69995069,-102.20345905,"18/07/04-11:28:12",true,1.0,5.10,34.00,3730.44,270.9,2,72.0,0.00,17.1,1.2,12.0,8.3,-0.5,3.5,2071.4,34.5,34.5,1530725549.0
40.69995096,-102.20347703,"18/07/04-11:28:12",true,1.0,5.19,34.00,3730.52,270.6,2,71.0,0.00,18.1,1.2,12.0,8.9,-0.5,3.5,2183.7,36.4,36.4,1530725550.0
40.69995069,-102.20349574,"18/07/04-11:28:12",true,1.0,5.19,34.00,3730.46,270.2,2,68.0,0.00,17.1,1.2,12.1,7.9,-0.5,3.5,1951.3,32.5,32.5,1530725551.0
40.69995056,-102.20351408,"18/07/04-11:28:12",true,1.0,5.19,34.00,3730.44,269.9,2,64.0,0.00,17.1,1.2,11.5,9.9,-0.5,3.5,2443.8,40.7,40.7,1530725552.0
40.69995042,-102.20353261,"18/07/04-11:28:12",true,1.0,5.19,34.00,3730.50,269.6,2,61.0,0.00,16.2,1.1,11.6,8.5,0.0,3.5,2098.2,35.0,35.0,1530725553.0
40.69995015,-102.20355114,"18/07/04-11:28:12",true,1.0,5.10,34.00,3730.47,269.6,2,67.0,0.00,15.2,1.1,11.7,8.7,0.0,3.5,2176.5,36.3,36.3,1530725554.0
40.69994987,-102.20356948,"18/07/04-11:28:12",true,1.0,5.19,34.00,3730.50,269.5,2,67.0,0.00,16.2,1.1,11.8,9.7,-0.5,3.5,2400.6,40.0,40.0,1530725555.0
40.69994987,-102.20358783,"18/07/04-11:28:12",true,1.0,5.10,34.00,3730.53,269.8,2,67.0,0.00,16.2,1.1,11.8,9.1,-0.5,3.5,2288.4,38.1,38.1,1530725556.0
40.69995001,-102.20360581,"18/07/04-11:28:12",true,1.0,5.10,34.00,3730.62,270.2,2,71.0,0.00,17.1,1.2,11.8,8.3,-0.5,3.5,2095.5,34.9,34.9,1530725557.0
40.69994987,-102.20362434,"18/07/04-11:28:12",true,1.0,5.19,34.00,3730.60,269.9,2,72.0,0.00,17.1,1.2,11.8,8.9,-0.5,3.5,2200.9,36.7,36.7,1530725558.0
40.69994987,-102.20364251,"18/07/04-11:28:12",true,1.0,5.10,34.00,3730.65,269.5,2,67.0,0.00,17.1,1.2,11.3,8.9,-0.5,3.5,2233.3,37.2,37.2,1530725559.0
40.69994974,-102.20366121,"18/07/04-11:28:12",true,1.0,5.19,34.00,3730.62,268.8,2,65.0,0.00,16.2,1.1,11.4,9.1,-0.5,3.5,2247.7,37.5,37.5,1530725560.0
40.69994906,-102.20367938,"18/07/04-11:28:12",true,1.0,5.10,34.00,3730.58,267.6,2,67.0,0.00,16.2,1.1,11.7,9.0,-0.5,3.5,2269.6,37.8,37.8,1530725561.0
40.69994851,-102.20369791,"18/07/04-11:28:12",true,1.0,5.10,34.00,3730.62,267.5,2,67.0,0.00,16.2,1.1,11.8,9.2,-0.5,3.5,2301.0,38.4,38.4,1530725562.0
40.69994810,-102.20371607,"18/07/04-11:28:12",true,1.0,5.01,34.00,3730.58,267.8,2,71.0,0.00,16.2,1.1,11.9,8.3,-0.5,3.4,2122.8,35.4,35.4,1530725563.0
40.69994783,-102.20373442,"18/07/04-11:28:12",true,1.0,5.10,34.00,3730.65,267.6,2,72.0,0.00,17.1,1.2,12.0,8.6,-0.5,3.5,2164.3,36.1,36.1,1530725564.0
40.69994715,-102.20375258,"18/07/04-11:28:12",true,1.0,5.19,34.00,3730.67,267.5,2,71.0,0.00,18.1,1.2,11.8,9.4,-0.5,3.5,2313.7,38.6,38.6,1530725565.0
40.69994660,-102.20377075,"18/07/04-11:28:12",true,1.0,5.01,34.00,3730.63,266.6,2,73.0,0.00,17.1,1.2,11.4,8.5,-0.5,3.4,2180.9,36.3,36.3,1530725566.0
40.69994578,-102.20378892,"18/07/04-11:28:12",true,1.0,5.10,34.00,3730.65,266.3,2,75.0,0.00,18.1,1.3,11.6,8.2,0.0,3.5,2058.8,34.3,34.3,1530725567.0
40.69994483,-102.20380726,"18/07/04-11:28:12",true,1.0,5.01,34.00,3730.69,266.2,2,69.0,0.00,18.1,1.3,11.8,9.1,-0.5,3.4,2329.2,38.8,38.8,1530725568.0
40.69994401,-102.20382561,"18/07/04-11:28:12",true,1.0,5.01,34.00,3730.69,266.6,2,68.0,0.00,17.1,1.2,11.8,9.0,-0.5,3.4,2295.3,38.3,38.3,1530725569.0
40.69994319,-102.20384396,"18/07/04-11:28:12",true,1.0,5.19,34.00,3730.67,267.1,2,69.0,0.00,17.1,1.2,12.0,8.0,-0.5,3.5,1980.5,33.0,33.0,1530725570.0
40.69994265,-102.20386248,"18/07/04-11:28:12",true,1.0,5.19,34.00,3730.74,268.2,2,68.0,0.00,17.1,1.2,12.0,7.8,-0.5,3.5,1916.6,31.9,31.9,1530725571.0
40.69994237,-102.20388119,"18/07/04-11:28:12",true,1.0,5.19,34.00,3730.79,268.5,2,73.0,0.00,17.1,1.2,11.4,7.8,0.0,3.5,1930.0,32.2,32.2,1530725572.0
40.69994224,-102.20389989,"18/07/04-11:28:12",true,1.0,5.29,34.00,3730.79,269.1,2,75.0,0.00,18.1,1.2,11.2,7.4,-0.5,3.6,1786.8,29.8,29.8,1530725573.0
40.69994224,-102.20391878,"18/07/04-11:28:12",true,1.0,5.29,34.00,3730.77,269.8,2,72.0,0.00,18.1,1.2,11.4,9.1,-0.5,3.6,2197.5,36.6,36.6,1530725574.0
40.69994210,-102.20393748,"18/07/04-11:28:12",true,1.0,5.29,34.00,3730.82,269.8,2,68.0,0.00,18.1,1.2,11.6,8.2,-0.5,3.6,1990.7,33.2,33.2,1530725575.0
40.69994224,-102.20395655,"18/07/04-11:28:12",true,1.0,5.38,34.00,3730.78,270.0,2,69.0,0.00,17.1,1.1,11.6,8.1,-0.5,3.7,1923.0,32.0,32.0,1530725576.0
