40.66485196,-102.10608891,253.6
40.664851,-102.10610636,265.8
40.66485346,-102.10612542,280
40.66486001,-102.10614377,294.8
40.66487065,-102.10616139,308.7
40.66488457,-102.1061774,318.7
40.66490271,-102.10619323,326.9
40.66492372,-102.10620582,335.4
40.66494583,-102.1062141,344.1
40.66496834,-102.10621823,352.2
40.66499194,-102.10622003,356.7
40.66501527,-102.10622075,358.5
40.66503901,-102.10622129,359.1
40.66506316,-102.10622147,359.5
40.66508881,-102.10622129,0.6
40.66511405,-102.10622075,1
40.66513888,-102.10621985,1.3
40.66516453,-102.10621895,1.6
40.66519018,-102.10621769,2.2
40.66521542,-102.10621625,2.3
40.66524052,-102.10621445,3.1
40.66526644,-102.1062132,2
40.66529236,-102.10621248,1.3
40.66531788,-102.10621248,360
40.66534339,-102.10621302,359.1
40.66536945,-102.10621374,358.9
40.66539496,-102.10621517,357.5
40.66541966,-102.10621589,358.9
40.66544653,-102.10621769,357
40.66547341,-102.10622003,356.2
40.66550056,-102.10622273,355.7
40.66552566,-102.10622794,351
40.66555063,-102.10623316,350.8
40.66557492,-102.10623946,349
40.66558869,-102.10625385,321.8
40.66561284,-102.10626212,345.2
40.66563576,-102.10627075,344
40.66565855,-102.10628082,341.5
40.66568065,-102.10629252,338.1
40.66570193,-102.10630547,335.3
40.66572076,-102.10632201,326.3
40.665737,-102.10634198,317.2
40.66574996,-102.10636428,307.3
40.66575801,-102.10638964,292.5
40.66576142,-102.10641608,279.7
40.66576305,-102.1064418,274.9
40.66576387,-102.10646591,272.5
40.6657636,-102.10648839,269.1
40.66576333,-102.10650727,268.8
40.66576824,-102.10652562,289.5
40.66576824,-102.10652562,289.5
40.66576824,-102.10654073,268.8
40.6657681,-102.10655296,269.2
40.66576783,-102.10656663,268.7
40.66576769,-102.10658318,269.2
40.66576728,-102.10660422,268.8
40.66576701,-102.10662545,268.7
40.6657666,-102.10664757,269
40.66576619,-102.10666879,268.2
40.66576551,-102.1066902,267.7
40.66576483,-102.10671178,267.8
40.66576428,-102.10673318,267.9
40.66576387,-102.10675441,268.8
40.66576346,-102.10677599,268.5
40.66576333,-102.10679758,269.5
40.66576333,-102.10681916,270
40.6657636,-102.10684056,271
40.6657636,-102.10686197,269.9
40.6657636,-102.10688337,270.3
40.6657636,-102.10690495,269.9
40.66576333,-102.10692636,268.9
40.66576278,-102.10694758,268.3
40.66576265,-102.10696917,269.2
40.66576237,-102.10699057,269.2
40.66576237,-102.10701179,270
40.66576251,-102.10703338,270.7
40.66576278,-102.10705514,270.8
40.66576305,-102.10707655,270.9
40.66576305,-102.10709813,270
40.66576305,-102.10711971,269.8
40.66576292,-102.10714148,269.9
40.66576265,-102.10716288,268.9
40.66576251,-102.10718464,269.6
40.66576224,-102.10720605,268.9
40.66576169,-102.10722763,267.9
40.66576142,-102.10724921,269
40.66576101,-102.1072708,269
40.66576114,-102.10729256,270.2
40.66576114,-102.10731415,270.3
40.66576142,-102.10733573,271
40.66576196,-102.10735713,271.5
40.66576278,-102.10737872,273
40.66576319,-102.10740048,271.6
40.6657636,-102.10742206,271.5
40.66576401,-102.10744365,271.2
40.66576469,-102.10746523,272.7
40.66576524,-102.107487,271.6
40.66576565,-102.1075084,271.3
40.66576524,-102.10753016,269
40.66576456,-102.10755175,267.5
40.66576387,-102.10757333,267.4
40.66576319,-102.10759509,268
40.66576278,-102.10761668,268.6
40.66576265,-102.10763862,269.4
40.66576265,-102.10766003,270.2
40.66576319,-102.10768161,271.6
40.66576333,-102.10770337,270.6
40.6657636,-102.10772532,271
40.66576374,-102.1077469,270.3
40.6657636,-102.10776848,269.7
40.6657636,-102.10779025,270.1
40.66576374,-102.10781201,270.3
40.66576387,-102.10783377,270.3
40.66576415,-102.10785518,271.4
40.66576442,-102.10787712,270.9
40.66576483,-102.10789889,271.3
40.66576469,-102.10792065,269.7
40.66576496,-102.10794241,270.8
40.6657651,-102.10796454,270.3
40.6657651,-102.10798666,270
40.66576483,-102.10800842,269.1
