40.66823569,-102.10545669,268.1
40.66823542,-102.10546046,267.7
40.66823542,-102.10546046,267.7
40.66823528,-102.10547018,267.6
40.66823501,-102.10548259,268.2
40.66823487,-102.10548924,268.5
40.66823487,-102.10548924,268.5
40.66823487,-102.10550201,269.5
40.66823487,-102.10551011,268.8
40.66823474,-102.10551910,268.6
40.66823474,-102.10551910,268.6
40.66823474,-102.10551910,268.6
40.66823446,-102.10552701,267.4
40.66823405,-102.10553924,267.1
40.66823378,-102.10554680,266.9
40.66823324,-102.10555849,266.2
40.66823283,-102.10556586,266.0
40.66823255,-102.10557270,265.1
40.66823201,-102.10558007,264.6
40.66823105,-102.10559087,262.9
40.66823010,-102.10559968,261.3
40.66822805,-102.10561533,259.2
40.66822655,-102.10562576,258.3
40.66822614,-102.10562864,258.1
40.66822396,-102.10564159,257.3
40.66822055,-102.10566047,257.1
40.66821782,-102.10567630,256.9
40.66821427,-102.10569627,256.7
40.66821059,-102.10571785,259.4
40.66820868,-102.10573943,267.2
40.66820909,-102.10576066,276.6
40.66821236,-102.10578116,285.8
40.66821809,-102.10580131,294.5
40.66822614,-102.10582019,303.2
40.66823637,-102.10583746,312.1
40.66824906,-102.10585329,319.7
40.66826298,-102.10586624,327.2
40.66827812,-102.10587703,334.8
40.66829436,-102.10588494,342.2
40.66831182,-102.10588998,351.2
40.66833378,-102.10589160,1.4
40.66835670,-102.10588710,13.3
40.66837949,-102.10587559,26.7
40.66836421,-102.10559914,171.5
40.66835834,-102.10559824,172.0
40.66834347,-102.10559590,173.7
40.66833051,-102.10559428,174.9
40.66831741,-102.10559338,178.8
40.66830254,-102.10559410,187.4
40.66828753,-102.10559896,199.5
40.66827294,-102.10560777,209.5
40.66825984,-102.10561874,214.3
40.66824797,-102.10562972,214.4
40.66823610,-102.10563961,211.3
40.66822328,-102.10564878,206.6
40.66821045,-102.10565562,197.9
40.66819654,-102.10565975,188.1
40.66818071,-102.10565957,173.9
40.66816530,-102.10565454,161.2
40.66815002,-102.10564464,149.7
40.66813706,-102.10563205,140.9
40.66812573,-102.10561838,138.6
40.66811536,-102.10560687,146.2
40.66810268,-102.10559788,157.8
40.66808753,-102.10559158,167.8
40.66807212,-102.10558907,175.4
40.66805697,-102.10558763,175.6
40.66804128,-102.10558655,177.2
40.66802573,-102.10558565,177.2
40.66801004,-102.10558439,175.4
40.66799422,-102.10558241,174.5
40.66797757,-102.10558043,174.5
40.66796093,-102.10557827,174.6
40.66794456,-102.10557612,175.0
40.66792778,-102.10557486,177.3
40.66791086,-102.10557396,178.5
40.66789285,-102.10557360,179.6
40.66787539,-102.10557342,179.8
40.66785779,-102.10557342,180.0
40.66783992,-102.10557360,180.5
40.66782177,-102.10557414,181.0
40.66780404,-102.10557468,181.3
40.66778562,-102.10557504,180.6
40.66776679,-102.10557540,180.1
40.66774797,-102.10557558,180.3
40.66772900,-102.10557558,179.8
40.66771004,-102.10557540,179.3
40.66769148,-102.10557486,179.1
40.66767307,-102.10557468,178.9
40.66765369,-102.10557378,179.1
40.66763541,-102.10557342,179.2
40.66761686,-102.10557324,179.3
40.66759817,-102.10557306,179.4
40.66757975,-102.10557270,179.3
40.66756120,-102.10557216,179.1
40.66754319,-102.10557162,179.2
40.66752504,-102.10557108,179.0
40.66750663,-102.10557072,179.4
40.66748848,-102.10557054,179.3
40.66747034,-102.10557018,179.5
40.66745219,-102.10557000,179.3
40.66743405,-102.10556964,179.7
40.66741604,-102.10556964,180.0
40.66739803,-102.10556964,180.3
40.66737934,-102.10556964,180.6
40.66736106,-102.10556964,180.4
40.66734291,-102.10556964,180.2
40.66732463,-102.10556982,180.8
40.66730717,-102.10557090,183.7
40.66729025,-102.10557342,189.8
40.66727470,-102.10557863,198.1
40.66725955,-102.10558673,205.9
40.66724564,-102.10559716,210.6
40.66723268,-102.10560759,210.9
40.66721985,-102.10561784,210.4
40.66720689,-102.10562756,208.7
40.66719339,-102.10563691,204.7
40.66717988,-102.10564357,194.5
40.66716555,-102.10564626,181.9
40.66715055,-102.10564464,169.7
40.66713568,-102.10563979,162.8
40.66712149,-102.10563241,155.6
40.66710744,-102.10562270,150.4
40.66709516,-102.10561263,147.7
40.66708342,-102.10560310,151.7
40.66707087,-102.10559590,161.0
40.66705723,-102.10559069,166.1
40.66704331,-102.10558709,169.6
40.66703022,-102.10558457,171.2
40.66701971,-102.10558277,171.5
40.66701125,-102.10558115,171.8
40.66699870,-102.10557899,172.7
40.66699202,-102.10557809,173.4
40.66698069,-102.10557666,174.1
40.66697251,-102.10557558,174.4
40.66695900,-102.10557414,175.0
40.66694713,-102.10557270,175.6
40.66693526,-102.10557162,176.2
40.66692271,-102.10557072,176.6
40.66690975,-102.10556982,177.2
40.66689679,-102.10556910,177.4
40.66688369,-102.10556838,178.0
40.66687073,-102.10556802,178.1
40.66685736,-102.10556748,178.6
40.66684345,-102.10556712,179.2
40.66682953,-102.10556712,180.0
40.66681657,-102.10556730,180.4
40.66680361,-102.10556730,180.1
40.66679065,-102.10556748,179.9
40.66677741,-102.10556730,180.0
40.66676404,-102.10556730,179.7
40.66675067,-102.10556730,179.5
40.66673744,-102.10556694,179.2
40.66672421,-102.10556676,178.6
40.66671097,-102.10556622,178.2
40.66669719,-102.10556568,178.7
